Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,13,8,5,61.5%,17-8,68.0%,133-99,57.3%,1-1,50.0%,0,,,,,,,,,,,,QF (4x)
2005,19,11,8,57.9%,23-17,57.5%,189-175,51.9%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2004,9,4,5,44.4%,9-10,47.4%,86-83,50.9%,0-1,0.0%,0,,,,,,,,,,,,QF (Bordeaux 75K)
2003,16,13,3,81.3%,26-9,74.3%,188-124,60.3%,1-1,50.0%,0,,,,,,,,,,,,W (Biella 50K)
2001,5,5,0,100.0%,10-2,83.3%,66-37,64.1%,0-0,-,0,,,,,,,,,,,,W (West Palm 75K)
2000,5,4,1,80.0%,9-3,75.0%,67-41,62.0%,0-1,0.0%,0,,,,,,,,,,,,F (West Palm 75K)
1998,2,1,1,50.0%,3-1,75.0%,21-17,55.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Prostejov 25K)
1997,8,7,1,87.5%,14-2,87.5%,89-40,69.0%,0-0,-,0,,,,,,,,,,,,W (Bratislava 75K)
1996,17,15,2,88.2%,28-6,82.4%,192-97,66.4%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
1995,26,20,6,76.9%,41-17,70.7%,298-216,58.0%,3-1,75.0%,0,,,,,,,,,,,,W (2x)
1994,30,24,6,80.0%,49-19,72.1%,358-238,60.1%,1-3,25.0%,0,,,,,,,,,,,,W (2x)
Career,150,112,38,74.7%,229-94,70.9%,1687-1167,59.1%,9-13,40.9%,0,,,,,,,,,,,,
