Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R64,L vs Gibson,70.0%,36.7%,14.3%,6/4,2.55,5.4%,71.7%,30.3%,6.5%,2.55,15.4%,80.0%,50.0%,35.0%,2.55,0.0%
2025 US Open SF,L vs Anisimova,72.5%,49.4%,13.3%,12/4,2.92,9.3%,74.3%,43.6%,2.7%,2.68,16.7%,80.0%,59.4%,35.0%,3.25,0.0%
2025 US Open R16,W vs Gauff,66.0%,54.5%,8.0%,4/0,2.18,0.0%,72.7%,66.7%,0.0%,2.48,0.0%,75.0%,22.2%,33.3%,2.01,0.0%
2025 US Open R32,W vs Kasatkina,61.4%,53.5%,4.3%,2/1,2.12,20.4%,75.0%,48.1%,0.0%,1.92,38.5%,84.2%,62.5%,15.8%,2.36,0.0%
2025 US Open R64,W vs Baptiste,67.3%,57.1%,3.8%,2/0,2.63,6.1%,76.0%,36.8%,0.0%,2.74,10.5%,88.9%,81.3%,11.1%,2.49,0.0%
2025 Montreal F,L vs Mboko,67.4%,54.8%,8.7%,7/1,2.35,11.8%,75.0%,50.0%,8.9%,2.25,19.5%,87.0%,65.0%,13.0%,2.51,0.0%
2025 Montreal QF,W vs Svitolina,75.0%,60.6%,2.3%,1/0,2.30,2.6%,77.3%,52.9%,0.0%,2.10,4.5%,88.9%,68.8%,5.6%,2.56,0.0%
2025 Montreal R128,W vs Arseneault,71.4%,50.0%,10.7%,2/4,2.38,25.8%,78.4%,44.8%,5.4%,2.10,53.3%,84.6%,63.6%,30.8%,2.64,0.0%
2025 Roland Garros R128,L vs Badosa,75.2%,36.8%,4.0%,1/3,2.01,8.7%,77.4%,37.5%,3.2%,1.85,15.8%,84.8%,35.7%,6.1%,2.21,0.0%
2025 Rome R128,W vs Errani,81.5%,62.3%,6.2%,3/1,2.52,6.1%,86.8%,58.7%,0.0%,2.48,9.1%,70.0%,85.7%,40.0%,2.55,4.5%
2025 Australian Open R64,W vs Muchova,76.8%,53.4%,6.3%,4/2,2.71,22.2%,74.5%,57.9%,3.9%,2.52,34.6%,87.5%,48.6%,10.0%,2.97,5.3%
2025 Auckland F,L vs Tauson,59.5%,63.6%,2.7%,0/1,2.64,23.5%,44.4%,50.0%,0.0%,2.51,37.5%,93.3%,71.4%,6.7%,2.76,11.1%
2024 US Open R64,L vs Muchova,57.6%,44.1%,15.3%,5/4,2.17,30.2%,56.5%,42.3%,0.0%,1.97,50.0%,72.7%,50.0%,81.8%,2.41,9.5%
2024 US Open R128,W vs Ostapenko,56.0%,57.1%,8.0%,3/1,2.30,4.2%,61.3%,63.2%,9.7%,2.11,10.0%,69.2%,44.4%,7.7%,2.44,0.0%
2024 Olympics R64,L vs Kerber,74.0%,32.4%,2.0%,1/0,2.19,2.4%,69.4%,36.0%,0.0%,2.17,5.0%,85.7%,25.0%,7.1%,2.21,0.0%
2024 Wimbledon R64,L vs Navarro,64.4%,34.5%,4.4%,2/0,3.10,27.6%,63.6%,28.6%,6.1%,2.66,53.3%,72.7%,50.0%,0.0%,3.58,0.0%
2024 s Hertogenbosch QF,L vs Andreescu,59.6%,53.6%,7.4%,4/3,2.32,34.4%,49.2%,51.7%,1.7%,2.24,53.1%,87.1%,55.6%,19.4%,2.41,13.8%
2024 Roland Garros R64,L vs Swiatek,83.5%,46.9%,7.0%,3/5,1.97,11.4%,82.6%,42.1%,2.9%,1.81,18.9%,90.7%,53.8%,14.0%,2.16,3.0%
2024 Rome R32,W vs Kasatkina,82.8%,56.3%,1.7%,1/0,2.26,8.5%,85.0%,50.0%,0.0%,2.09,18.2%,93.3%,71.4%,6.7%,2.41,0.0%
2024 Rome R64,W vs Kostyuk,73.3%,59.1%,6.7%,1/3,2.33,10.3%,86.7%,57.7%,0.0%,1.89,30.0%,78.3%,61.1%,17.4%,2.66,0.0%
Last 52 Weeks (10 matches),,71.0%,50.3%,8.1%,69.0%,2.39,10.1%,76.6%,46.5%,3.2%,2.26,19.1%,83.0%,57.9%,21.4%,2.53,0.5%
Career (125 matches),,69.2%,51.8%,5.9%,50.4%,2.44,12.8%,70.5%,48.2%,2.4%,2.39,23.1%,79.3%,58.1%,13.7%,2.50,1.6%
