Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs Muchova,94.8,106.0,8.0,110.3,97.3,119,79,78.7,8.0,82.8,100.0,100,66
2024 US Open R128,W vs Ostapenko,97.3,106.7,5.5,109.3,102.9,118,97,83.0,7.6,87.8,87.0,101,73
2024 Wimbledon R64,L vs Navarro,101.4,108.7,4.9,110.6,106.3,117,96,89.3,4.6,89.5,,97,79
2024 Wimbledon R128,W vs Parry,97.7,109.9,5.7,113.8,106.7,117,95,85.6,6.0,90.7,90.3,97,69
2022 US Open R128,L vs Collins,96.8,104.2,7.6,109.6,99.2,117,86,83.8,8.6,92.5,89.0,97,62
2021 US Open R32,L vs Fernandez,97.7,106.0,6.8,110.0,101.5,117,95,82.6,3.3,85.5,84.5,94,76
2021 US Open R128,W vs Bouzkova,95.0,110.2,8.1,116.1,104.8,120,89,82.0,4.8,96.0,82.0,97,75
2020 US Open R128,W vs Doi,91.0,103.9,6.2,108.3,100.0,117,93,77.8,4.7,77.9,83.5,89,70
2019 US Open R16,L vs Bencic,94.1,101.6,9.2,107.1,97.1,116,84,83.0,6.6,87.3,78.5,101,69
2019 US Open R32,W vs Gauff,94.4,103.9,8.8,110.8,98.0,118,90,82.1,7.9,86.0,85.6,99,70
2019 US Open R64,W vs Linette,88.3,98.1,9.4,104.1,93.5,114,79,78.9,6.1,82.0,79.6,93,68
2019 US Open R128,W vs Blinkova,92.2,100.2,8.0,101.7,97.4,116,82,80.9,6.5,81.9,81.6,104,64
2019 Wimbledon R128,L vs Putintseva,98.8,104.8,7.7,108.1,101.1,118,86,81.5,6.3,80.3,93.0,93,72
2019 Roland Garros R32,L vs Siniakova,95.7,103.8,8.0,,,116,89,85.5,4.2,,,93,78
2019 Roland Garros R64,W vs Azarenka,94.8,102.4,9.9,,,116,73,82.1,6.6,,,96,68
2019 Roland Garros R128,W vs Schmiedlova,100.3,105.6,6.3,,,118,91,90.5,5.0,,,98,79
2018 US Open F,W vs Williams,102.3,108.6,7.6,113.0,106.9,119,94,84.1,6.2,90.8,79.0,98,79
2018 US Open SF,W vs Keys,99.7,106.8,6.8,108.8,100.1,116,93,82.1,5.5,87.4,82.0,95,74
2018 US Open QF,W vs Tsurenko,94.9,104.4,8.2,107.2,99.2,116,83,80.0,6.7,85.0,74.0,91,69
2018 US Open R16,W vs Sabalenka,96.2,104.7,10.1,110.3,102.7,119,75,78.7,4.3,80.5,76.0,87,70
Career (41 matches),,94.4,103.5,8.5,108.9,100.1,125,68,80.9,5.4,84.8,81.9,110,62
