Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R64,L vs Gibson,0.82,0.77,48.4,2.5,25.0%,62.5%,17.9%,71.4%,35.1%,27.3%
2025 US Open SF,L vs Anisimova,0.95,0.87,69.2,8.3,13.1%,55.7%,13.2%,54.7%,45.3%,35.7%
2025 US Open R16,W vs Gauff,1.32,3.84,33.0,2.1,14.3%,90.5%,0.0%,76.5%,50.0%,40.9%
2025 US Open R32,W vs Kasatkina,0.95,1.31,58.4,2.3,7.5%,55.0%,17.6%,67.6%,54.1%,54.5%
2025 US Open R64,W vs Baptiste,1.04,1.74,41.5,2.2,11.1%,74.1%,4.8%,57.1%,65.4%,46.2%
2025 Montreal F,L vs Mboko,0.84,0.79,58.3,4.4,0.0%,63.6%,2.4%,26.2%,53.2%,48.9%
2025 Montreal QF,W vs Svitolina,1.23,2.15,34.4,2.1,0.0%,74.1%,4.2%,62.5%,47.8%,61.9%
2025 Montreal R128,W vs Arseneault,1.15,1.53,47.6,2.4,3.2%,54.8%,3.4%,75.9%,37.9%,55.6%
2025 Roland Garros R128,L vs Badosa,1.09,0.85,75.9,4.7,8.0%,56.0%,6.4%,57.4%,34.6%,32.7%
2025 Rome R128,W vs Errani,1.02,1.66,44.5,2.2,11.5%,73.1%,18.2%,59.1%,54.5%,53.1%
2025 Australian Open R64,W vs Muchova,1.11,1.38,55.5,4.0,10.8%,62.2%,6.3%,65.6%,46.9%,43.5%
2024 US Open R64,L vs Muchova,1.01,0.69,62.8,2.6,10.0%,62.5%,5.6%,58.3%,19.4%,35.7%
2024 US Open R128,W vs Ostapenko,1.21,2.42,39.5,2.1,19.2%,80.8%,16.7%,75.0%,44.4%,43.5%
2024 Paris Olympics R64,L vs Kerber,0.92,0.54,48.1,2.9,6.7%,60.0%,3.8%,57.7%,26.9%,20.8%
2024 Wimbledon R64,L vs Navarro,0.80,0.45,37.5,2.3,8.0%,68.0%,8.7%,43.5%,37.5%,9.5%
2024 Wimbledon R128,W vs Parry,1.17,1.28,71.3,4.6,2.5%,55.0%,11.4%,65.7%,50.0%,36.4%
2024 s Hertogenbosch QF,L vs Andreescu,0.85,0.89,73.9,2.9,9.6%,65.4%,4.3%,65.2%,35.4%,37.0%
2024 Roland Garros R64,L vs Swiatek,0.82,0.88,78.7,30.2,7.3%,56.4%,7.5%,66.0%,43.3%,40.0%
2024 Rome R32,W vs Kasatkina,1.16,1.49,46.7,2.2,6.3%,56.3%,13.3%,63.3%,48.3%,55.2%
2024 Rome R64,W vs Kostyuk,1.14,2.13,32.7,2.0,8.7%,69.6%,0.0%,71.4%,54.8%,55.2%
2026 (1 matches),,0.82,0.77,48.4,2.5,25.0%,62.5%,17.9%,71.4%,35.1%,27.3%
2025 (10 matches),,1.04,1.24,55.9,2.8,8.0%,63.2%,8.1%,57.9%,47.9%,45.4%
2024 (12 matches),,0.97,1.02,60.9,2.8,9.6%,62.7%,9.3%,63.9%,40.7%,37.0%
2022 (5 matches),,1.01,0.94,51.3,2.7,9.8%,57.5%,8.1%,51.9%,38.8%,45.1%
2021 (17 matches),,1.04,1.21,52.2,2.7,9.8%,65.9%,6.9%,60.4%,41.9%,43.7%
Career (261 matches),,1.03,1.11,56.5,2.6,8.0%,61.4%,6.5%,59.2%,42.2%,43.5%
