Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R64,L vs Gibson,2.7,2.6,2.8,50.5%,40.0%,25.0%,33.3%,41.6%,9.6%,4.0,8.5,4.0,6.3
2025 US Open SF,L vs Anisimova,3.2,2.9,3.4,51.3%,39.3%,52.9%,33.3%,45.4%,8.1%,-3.5,-2.7,-3.0,-2.0
2025 US Open R16,W vs Gauff,3.8,3.7,3.8,57.1%,81.3%,55.6%,71.4%,55.6%,1.6%,4.5,5.8,9.0,14.8
2025 US Open R32,W vs Kasatkina,3.4,3.3,3.5,62.9%,45.7%,45.5%,66.7%,44.1%,2.5%,9.0,10.2,3.0,2.6
2025 US Open R64,W vs Baptiste,3.5,3.9,3.2,64.3%,50.0%,75.0%,50.0%,51.0%,0.0%,7.5,10.3,1.5,2.1
2025 Montreal F,L vs Mboko,4.0,4.6,3.4,47.1%,48.7%,52.9%,50.0%,56.7%,0.8%,8.0,4.7,-3.0,-2.3
2025 Montreal QF,W vs Svitolina,5.0,5.1,5.0,60.0%,63.0%,64.3%,64.3%,55.3%,0.0%,16.5,14.6,14.0,15.2
2025 Montreal R128,W vs Arseneault,2.7,2.4,3.0,52.9%,63.2%,66.7%,100.0%,42.1%,0.0%,5.5,10.6,5.5,7.6
2025 Roland Garros R128,L vs Badosa,4.1,3.6,4.6,44.5%,43.4%,47.1%,50.0%,53.4%,1.2%,-2.0,-1.1,-6.5,-4.0
2025 Rome R128,W vs Errani,4.4,3.8,4.8,45.3%,84.4%,50.0%,70.0%,35.7%,1.4%,14.5,17.7,15.0,10.5
2025 Australian Open R64,W vs Muchova,3.4,3.2,3.5,53.3%,52.6%,53.3%,50.0%,51.5%,1.8%,5.5,4.8,18.0,17.1
2025 Auckland F,L vs Tauson,3.0,3.1,3.0,48.8%,73.3%,40.0%,100.0%,57.3%,6.3%,9.0,22.0,6.0,20.0
2024 US Open R64,L vs Muchova,3.1,3.1,3.3,43.2%,40.9%,58.3%,83.3%,59.6%,1.6%,0.0,0.0,3.0,5.0
2024 US Open R128,W vs Ostapenko,2.6,2.6,2.5,63.9%,50.0%,66.7%,-,43.2%,0.0%,14.5,40.3,5.0,10.0
2024 Olympics R64,L vs Kerber,3.7,3.7,3.7,37.7%,42.9%,69.2%,25.0%,42.7%,0.0%,8.0,12.3,-3.0,-3.2
2024 Wimbledon R64,L vs Navarro,3.2,3.0,3.3,43.5%,21.1%,85.7%,20.0%,47.8%,1.7%,-4.5,-8.5,-4.5,-7.6
2024 s Hertogenbosch QF,L vs Andreescu,3.2,2.9,3.5,46.6%,60.0%,63.2%,57.1%,58.2%,0.0%,18.5,14.2,3.0,3.1
2024 Roland Garros R64,L vs Swiatek,4.1,3.6,4.5,59.3%,45.6%,39.1%,28.6%,46.9%,2.9%,21.5,13.5,2.5,1.3
2024 Rome R32,W vs Kasatkina,3.8,3.8,3.8,53.0%,55.6%,71.4%,50.0%,58.3%,1.2%,5.0,4.5,8.0,9.8
2024 Rome R64,W vs Kostyuk,3.7,3.5,3.8,56.9%,78.3%,50.0%,62.5%,47.5%,1.2%,9.5,13.0,8.0,9.8
Last 52 Weeks (10 matches),,3.6,3.5,3.7,52.5%,52.4%,54.7%,56.7%,48.8%,2.6%,6.4,6.3,4.0,3.7
Career (125 matches),,3.6,3.6,3.7,51.6%,49.0%,52.3%,52.4%,47.2%,3.2%,6.3,6.6,3.0,2.7
