Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,271,182,89,67.2%,385-210,64.7%,3125-2440,56.2%,30-31,49.2%,256,78.2%,34.4%,8.9%,3.7%,56.8%,72.8%,48.7%,62.4%,42.9%,52.7%,1.14
Clay,58,29,29,50.0%,68-60,53.1%,615-600,50.6%,8-7,53.3%,55,69.7%,31.6%,7.5%,3.0%,58.6%,67.9%,45.5%,58.7%,42.6%,50.4%,1.03
Grass,32,17,15,53.1%,38-34,52.8%,346-317,52.2%,5-5,50.0%,32,77.4%,26.8%,8.3%,3.2%,58.9%,71.3%,48.1%,61.8%,39.6%,50.8%,1.04
Grand Slams,99,71,28,71.7%,151-75,66.8%,1210-942,56.2%,11-16,40.7%,97,79.5%,34.1%,8.5%,3.2%,58.7%,72.1%,49.5%,62.8%,42.6%,52.7%,1.14
Premiers,113,63,50,55.8%,134-106,55.8%,1183-1067,52.6%,17-14,54.8%,107,75.4%,29.7%,9.3%,3.3%,57.4%,71.3%,47.1%,61.0%,41.3%,51.0%,1.06
Internationals,54,32,22,59.3%,70-42,62.5%,574-465,55.2%,6-6,50.0%,48,76.8%,33.8%,8.5%,4.3%,54.2%,73.1%,49.9%,62.5%,42.6%,52.5%,1.14
Finals,13,7,6,53.8%,16-11,59.3%,131-118,52.6%,1-0,100.0%,12,73.6%,30.3%,7.9%,3.5%,59.4%,70.5%,47.6%,61.2%,42.1%,51.4%,1.09
Semi-finals,21,13,8,61.9%,28-14,66.7%,223-179,55.5%,5-2,71.4%,18,81.4%,28.9%,10.0%,3.4%,58.9%,74.0%,46.6%,62.7%,40.0%,52.0%,1.07
Quarter-finals,35,21,14,60.0%,46-28,62.2%,392-311,55.8%,3-5,37.5%,32,75.7%,34.1%,9.1%,3.4%,56.8%,73.7%,46.9%,62.2%,42.9%,52.7%,1.13
vs Righties,334,212,122,63.5%,456-280,62.0%,3780-3089,55.0%,39-42,48.1%,319,76.6%,33.7%,8.6%,3.5%,57.4%,71.5%,48.2%,61.6%,42.7%,52.1%,1.11
vs Lefties,26,15,11,57.7%,33-24,57.9%,295-262,53.0%,5-1,83.3%,23,78.4%,26.9%,9.1%,2.7%,56.7%,75.3%,47.6%,63.3%,40.1%,51.6%,1.09
vs Top 10,45,14,31,31.1%,43-63,40.6%,483-529,47.7%,6-7,46.2%,43,70.9%,23.2%,7.4%,3.5%,59.0%,69.9%,43.7%,59.1%,38.5%,48.8%,0.94
