Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,34,23,11,67.6%,50-27,64.9%,405-318,56.0%,7-2,77.8%,30,76.0%,36.3%,9.4%,3.5%,58.9%,72.8%,48.5%,62.8%,44.1%,53.4%,1.19
Clay,6,3,3,50.0%,9-8,52.9%,85-77,52.5%,1-1,50.0%,6,74.1%,30.4%,8.7%,3.4%,59.8%,72.6%,45.7%,61.8%,42.3%,51.6%,1.11
Grass,6,3,3,50.0%,8-6,57.1%,77-70,52.4%,3-1,75.0%,6,79.5%,22.9%,10.7%,4.5%,58.4%,73.7%,47.3%,62.7%,40.3%,51.5%,1.08
Grand Slams,13,9,4,69.2%,21-9,70.0%,163-126,56.4%,4-1,80.0%,12,73.9%,38.0%,9.5%,3.0%,61.3%,71.0%,46.0%,61.3%,45.0%,53.2%,1.16
Premiers,5,2,3,40.0%,5-6,45.5%,57-59,49.1%,2-1,66.7%,5,80.7%,16.1%,11.3%,6.1%,53.9%,79.0%,44.6%,63.2%,36.8%,49.7%,1.00
Internationals,5,3,2,60.0%,6-3,66.7%,47-37,56.0%,2-0,100.0%,2,77.3%,43.5%,13.7%,4.0%,54.0%,79.1%,54.4%,67.7%,45.7%,55.2%,1.42
Finals,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,1,38.5%,50.0%,1.2%,5.8%,58.1%,54.0%,33.3%,45.3%,51.1%,48.3%,0.93
Semi-finals,2,1,1,50.0%,3-2,60.0%,29-27,51.8%,2-1,66.7%,2,69.2%,33.3%,9.9%,2.1%,58.6%,70.5%,43.0%,59.2%,41.4%,50.4%,1.01
Quarter-finals,3,2,1,66.7%,4-0,100.0%,25-14,64.1%,1-0,100.0%,2,84.2%,42.1%,4.7%,3.1%,62.0%,77.5%,46.9%,65.9%,44.6%,56.5%,1.31
vs Righties,41,24,17,58.5%,57-40,58.8%,499-422,54.2%,9-4,69.2%,37,74.8%,33.4%,9.2%,3.5%,59.2%,72.4%,47.0%,62.1%,43.1%,52.4%,1.14
vs Lefties,4,4,0,100.0%,8-1,88.9%,56-37,60.2%,2-0,100.0%,4,87.0%,31.1%,12.8%,3.7%,58.9%,76.6%,54.9%,67.7%,43.7%,55.1%,1.35
vs Top 10,6,1,5,16.7%,5-10,33.3%,68-81,45.6%,2-1,66.7%,6,71.8%,20.0%,9.4%,2.7%,61.2%,67.6%,46.8%,59.5%,37.4%,48.3%,0.92
