Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2016 Australian Open R64,L vs Troicki,104.6,111.8,8.7,,,124,86,91.2,4.3,,,98,77
2015 US Open R128,L vs Raonic,100.9,105.1,12.5,,,124,84,91.3,5.7,,,105,83
2015 Roland Garros R128,L vs Anderson,107.7,113.2,11.6,,,127,74,92.8,5.6,,,102,82
2015 Australian Open R64,L vs Nadal,99.6,105.1,8.4,,,126,87,89.0,5.5,,,97,74
2014 US Open R64,L vs Bautista Agut,103.4,109.6,9.9,,,126,88,93.6,7.4,,,103,67
2014 US Open R128,W vs Krajinovic,101.7,110.6,9.0,,,126,80,90.9,6.9,,,103,76
2013 US Open R32,L vs Granollers,102.4,,,,,130,,,,,,,70
2013 US Open R64,W vs Bogomolov Jr,99.1,,,,,128,,,,,,,69
2013 US Open R128,W vs Duckworth,100.6,,,,,127,,,,,,,78
2013 Australian Open R64,L vs Ferrer,103.5,,,,,128,,,,,,,74
2012 US Open R64,L vs Nishikori,104.5,,,,,124,,,,,,,87
Career (11 matches),,102.2,108.9,9.8,,,130,74,91.1,5.9,,,105,67
