Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,4,1,3,25.0%,2-6,25.0%,34-46,42.5%,0-1,0.0%,4,76.3%,12.2%,5.2%,3.6%,59.4%,67.1%,53.9%,61.8%,30.2%,46.1%,0.79,R32 (3x)
2018,18,6,12,33.3%,18-29,38.3%,219-245,47.2%,4-6,40.0%,18,73.5%,20.1%,6.1%,3.7%,61.1%,67.4%,48.8%,60.1%,36.5%,48.9%,0.92,SF (Newport)
2017,8,1,7,12.5%,5-16,23.8%,85-115,42.5%,0-2,0.0%,8,68.0%,18.8%,6.4%,2.9%,57.7%,67.4%,47.2%,58.9%,35.1%,46.6%,0.85,R16 (Memphis)
2016,18,8,10,44.4%,22-25,46.8%,215-237,47.6%,5-4,55.6%,18,74.0%,20.8%,6.6%,3.2%,60.4%,69.0%,50.1%,61.5%,36.7%,49.2%,0.95,QF (2x)
2015,18,5,13,27.8%,14-32,30.4%,186-251,42.6%,4-1,80.0%,18,69.6%,15.1%,4.5%,3.4%,62.4%,64.1%,50.9%,59.1%,34.1%,46.8%,0.84,R16 (Delray Beach)
2014,18,7,11,38.9%,17-28,37.8%,192-228,45.7%,2-4,33.3%,18,73.4%,18.4%,5.7%,4.0%,61.9%,66.5%,50.0%,60.2%,35.1%,48.2%,0.88,R16 (3x)
2013,20,8,12,40.0%,26-31,45.6%,273-281,49.3%,3-6,33.3%,20,75.4%,23.4%,6.3%,2.6%,63.0%,68.4%,50.7%,61.8%,38.2%,49.9%,1.00,R16 (3x)
2012,9,3,6,33.3%,9-16,36.0%,108-128,45.8%,0-2,0.0%,9,71.8%,20.5%,5.3%,3.4%,58.6%,68.7%,49.5%,60.7%,37.7%,48.9%,0.96,R16 (2x)
2011,9,3,6,33.3%,9-16,36.0%,109-127,46.2%,0-5,0.0%,9,72.4%,21.7%,2.2%,2.7%,63.5%,61.8%,54.3%,59.1%,38.0%,48.5%,0.93,QF (San Jose)
2010,5,1,4,20.0%,3-9,25.0%,53-67,44.2%,0-3,0.0%,5,65.5%,25.4%,2.6%,2.8%,62.9%,58.5%,52.2%,56.2%,35.9%,46.7%,0.82,R16 (Los Angeles)
2008,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,20.0%,1.5%,3.0%,62.7%,52.4%,48.0%,50.7%,38.1%,44.6%,0.77,R32 (San Jose)
Career,128,43,85,33.6%,125-210,37.3%,1481-1737,46.0%,18-34,34.6%,128,72.5%,19.9%,5.4%,3.3%,61.5%,66.4%,50.3%,60.2%,36.3%,48.4%,0.91,
