Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2016 Miami R128,W vs Paul,2.7%,100.0%,11.4%,88.0%,14.7%,20.5%,0.0%,12.4%,22.2%,2.2%,28.6%,28,31
2016 Delray Beach R32,W vs Fritz,0.0%,-,4.7%,100.0%,9.6%,20.6%,0.0%,6.4%,11.1%,0.5%,100.0%,-37,-44
2015 Tiburon CH SF,W vs Halys,2.2%,100.0%,7.9%,100.0%,19.6%,25.0%,0.0%,5.8%,14.3%,0.0%,-,-42,-68
2015 US Open R128,L vs Raonic,2.1%,50.0%,3.5%,57.1%,10.7%,16.7%,0.0%,10.0%,75.0%,0.0%,-,-30,-26
2015 Miami R64,L vs Tsonga,2.1%,100.0%,13.9%,69.6%,9.8%,13.3%,0.0%,6.3%,21.4%,0.4%,0.0%,16,14
2015 Irving CH SF,W vs Muller,1.4%,100.0%,5.4%,55.6%,13.1%,20.0%,0.0%,11.1%,11.1%,0.0%,-,-84,-44
2015 Indian Wells R128,W vs Becker,0.0%,-,3.5%,60.0%,13.1%,27.3%,20.0%,9.1%,50.0%,0.4%,0.0%,-11,5
2014 Memphis R32,W vs Kyrgios,0.0%,-,4.9%,80.0%,8.4%,18.4%,0.0%,4.2%,11.8%,0.3%,100.0%,-27,-2
2012 Delray Beach R16,L vs Tomic,0.0%,-,7.3%,77.8%,5.0%,15.8%,50.0%,7.4%,33.3%,2.2%,60.0%,-23,-37
Career (9 matches),,1.3%,88.9%,7.1%,77.5%,11.1%,19.4%,5.6%,8.0%,23.4%,0.7%,43.8%,-19,-13
