Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2016 Miami R128,W vs Paul,71.0%,47.9%,3.0%,2/1,2.41,13.6%,67.4%,35.5%,2.2%,2.21,30.3%,83.3%,57.5%,4.2%,2.54,2.1%
2016 Delray Beach R32,W vs Fritz,59.4%,63.2%,1.6%,1/0,1.95,9.1%,52.9%,55.6%,0.0%,2.03,12.5%,87.0%,70.0%,4.3%,1.75,0.0%
2015 Tiburon CH SF,W vs Halys,62.5%,51.4%,7.1%,3/1,2.30,11.4%,60.7%,52.9%,3.6%,2.27,17.4%,94.7%,50.0%,15.8%,2.38,0.0%
2015 US Open R128,L vs Raonic,42.7%,39.0%,8.3%,4/4,2.29,8.2%,31.8%,42.9%,6.8%,2.29,5.1%,69.2%,37.0%,12.8%,2.29,13.6%
2015 Miami R64,L vs Tsonga,66.7%,35.4%,0.0%,0/0,2.47,39.7%,43.2%,56.3%,0.0%,2.48,51.1%,94.1%,25.0%,0.0%,2.46,17.4%
2015 Irving CH SF,W vs Muller,60.5%,48.1%,4.7%,1/3,2.46,38.0%,51.9%,33.3%,5.8%,2.35,53.3%,83.3%,64.0%,3.3%,2.63,15.0%
2015 Indian Wells R128,W vs Becker,70.5%,54.5%,3.8%,3/0,2.26,23.1%,60.9%,42.9%,6.5%,2.36,32.1%,90.0%,66.7%,0.0%,2.00,0.0%
2014 Memphis R32,W vs Kyrgios,73.3%,52.7%,2.0%,2/0,2.24,9.3%,79.4%,52.0%,1.6%,2.26,16.3%,72.7%,54.2%,3.0%,2.22,0.0%
2012 Delray Beach R16,L vs Tomic,53.4%,53.8%,1.4%,1/0,2.12,28.9%,47.1%,45.8%,2.0%,2.08,40.0%,83.3%,66.7%,0.0%,2.19,7.7%
Career (9 matches),,62.4%,49.4%,3.6%,65.4%,2.30,19.8%,56.1%,45.8%,3.2%,2.27,28.5%,83.2%,53.1%,4.7%,2.34,6.2%
