Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,98,34,64,34.7%,104-161,39.2%,1200-1364,46.8%,14-29,32.6%,98,73.6%,20.5%,5.6%,3.1%,61.1%,66.6%,51.4%,60.7%,36.6%,48.7%,0.93
Clay,12,3,9,25.0%,7-21,25.0%,103-154,40.1%,2-3,40.0%,12,64.8%,15.7%,4.0%,2.4%,66.5%,61.3%,47.5%,56.7%,34.3%,45.9%,0.79
Grass,18,6,12,33.3%,14-28,33.3%,178-219,44.8%,2-2,50.0%,18,70.6%,18.9%,5.1%,4.5%,60.3%,68.8%,44.8%,59.3%,35.8%,47.9%,0.88
Grand Slams,23,8,15,34.8%,29-51,36.3%,345-420,45.1%,5-8,38.5%,23,73.6%,16.8%,7.5%,3.1%,61.5%,67.2%,51.5%,61.2%,34.7%,48.0%,0.89
Masters,23,8,15,34.8%,22-35,38.6%,264-292,47.5%,2-8,20.0%,23,75.3%,20.3%,4.0%,3.6%,59.5%,67.6%,52.0%,61.3%,36.6%,48.9%,0.95
Other Tours,82,27,55,32.9%,74-124,37.4%,872-1025,46.0%,11-18,37.9%,82,71.2%,21.1%,5.0%,3.2%,62.0%,65.8%,49.3%,59.5%,36.9%,48.4%,0.91
Best of 5,23,8,15,34.8%,29-51,36.3%,345-420,45.1%,5-8,38.5%,23,73.6%,16.8%,7.5%,3.1%,61.5%,67.2%,51.5%,61.2%,34.7%,48.0%,0.89
Best of 3,105,35,70,33.3%,96-159,37.6%,1136-1317,46.3%,13-26,33.3%,105,72.1%,20.9%,4.8%,3.3%,61.4%,66.2%,49.9%,59.9%,36.8%,48.6%,0.92
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,63.6%,18.2%,5.3%,4.0%,64.0%,68.8%,37.0%,57.3%,33.3%,45.8%,0.78
Quarter-finals,4,1,3,25.0%,3-7,30.0%,49-56,46.7%,1-2,33.3%,4,82.4%,11.8%,4.2%,3.3%,61.5%,69.4%,55.4%,64.0%,35.6%,49.7%,0.99
vs Righties,107,38,69,35.5%,107-172,38.4%,1229-1428,46.3%,14-26,35.0%,107,72.3%,20.5%,5.3%,3.2%,61.9%,65.9%,50.5%,60.1%,36.7%,48.5%,0.92
vs Lefties,21,5,16,23.8%,18-38,32.1%,252-309,44.9%,4-8,33.3%,21,73.3%,17.4%,6.1%,3.5%,59.2%,68.8%,49.3%,60.9%,34.2%,47.8%,0.87
vs Top 10,5,0,5,0.0%,4-13,23.5%,62-98,38.8%,1-1,50.0%,5,64.5%,14.6%,6.3%,2.1%,65.8%,61.4%,46.7%,56.4%,32.0%,44.8%,0.73
