Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2016 Miami R128,W vs Paul,3.7,4.1,3.2,49.6%,49.2%,68.2%,46.2%,50.5%,18.8%,12.5,8.4,1.5,1.2
2016 Delray Beach R32,W vs Fritz,4.0,4.7,3.3,53.6%,54.5%,66.7%,60.0%,67.3%,18.3%,5.5,4.0,-1.5,-2.6
2015 Tiburon CH SF,W vs Halys,4.0,4.8,3.4,57.6%,43.5%,81.8%,75.0%,49.4%,8.5%,16.5,23.6,-2.0,-2.8
2015 US Open R128,L vs Raonic,2.5,2.9,2.1,40.5%,50.0%,50.0%,60.0%,53.6%,14.3%,-4.0,-4.8,-4.0,-6.3
2015 Miami R64,L vs Tsonga,4.0,4.4,3.6,48.0%,37.1%,70.6%,35.7%,59.4%,7.3%,8.0,5.2,-12.5,-12.6
2015 Irving CH SF,W vs Muller,3.1,3.5,2.7,50.8%,56.0%,58.3%,42.9%,44.3%,16.5%,14.5,19.3,5.5,6.5
2015 Indian Wells R128,W vs Becker,3.8,3.4,4.2,50.0%,63.0%,64.3%,60.0%,59.0%,9.7%,10.5,8.1,5.0,6.0
2014 Memphis R32,W vs Kyrgios,4.2,4.5,4.0,49.1%,57.1%,53.6%,61.1%,53.9%,18.4%,-10.0,-5.0,-5.0,-3.5
2012 Delray Beach R16,L vs Tomic,4.4,5.9,3.4,37.1%,56.5%,47.1%,53.8%,47.2%,19.7%,-1.5,-1.5,1.0,1.0
Career (9 matches),,3.7,4.1,3.3,47.9%,51.5%,62.0%,54.1%,54.1%,15.2%,5.8,4.7,-1.3,-1.4
