Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,708,33,,,,,,,,,,,,
2020,507,65,,,,,,,,,,,,
2019,355,107,194,1560,179,1520,247,1439,131,1530,,,,
2018,164,318,176,1564,170,1526,242,1445,118,1531,537,25,,
2017,130,435,106,1687,92,1663,180,1511,128,1526,1250,15,,
2016,140,447,180,1562,158,1548,219,1445,169,1472,,,,
2015,109,543,130,1629,113,1616,193,1486,150,1512,,,,
2014,115,502,126,1641,103,1621,197,1483,108,1559,250,288,,
2013,89,600,92,1699,80,1673,170,1522,76,1621,182,386,,
2012,128,448,101,1694,85,1661,202,1477,78,1623,463,122,,
2011,273,172,228,1506,189,1496,282,1373,203,1423,,,,
2010,171,313,152,1600,133,1574,271,1398,162,1468,443,120,,
2009,280,157,193,1553,163,1535,280,1399,,,994,20,,
2008,349,98,343,1372,320,1346,333,1319,,,371,137,,
2007,714,23,,,,,,,,,441,108,,
2006,581,40,,,,,,,,,840,29,,
2005,1086,6,,,,,,,,,1463,4,,
2004,1197,3,,,,,,,,,,,,
