Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2016 Miami R128,W vs Paul,22.7%,30.3%,54.9%,28.0%,41.1%,46.4%,57.6%,52.3%,44.0%,51.6%,83.3%,7.5%,18.9%,53.1%,-48
2016 Delray Beach R32,W vs Fritz,25.4%,36.5%,56.8%,31.1%,20.0%,35.0%,59.4%,29.0%,38.9%,50.0%,50.0%,40.0%,45.0%,50.0%,59
2015 Tiburon CH SF,W vs Halys,11.1%,26.7%,69.2%,21.8%,10.0%,30.0%,74.1%,26.0%,18.2%,42.1%,-,14.3%,21.4%,58.3%,22
2015 US Open R128,L vs Raonic,27.5%,35.3%,45.9%,30.4%,37.1%,46.8%,46.2%,41.9%,18.2%,60.0%,80.0%,18.5%,25.9%,45.5%,65
2015 Miami R64,L vs Tsonga,22.3%,33.0%,57.4%,29.6%,25.0%,41.7%,55.6%,36.3%,26.1%,62.2%,33.3%,20.7%,20.7%,60.9%,76
2015 Irving CH SF,W vs Muller,35.0%,42.5%,58.0%,39.6%,37.5%,47.9%,56.7%,45.2%,42.9%,51.9%,0.0%,33.3%,36.7%,60.0%,16
2015 Indian Wells R128,W vs Becker,36.5%,47.6%,56.4%,42.4%,37.8%,48.9%,57.1%,46.0%,50.0%,35.5%,0.0%,35.3%,47.1%,54.5%,5
2014 Memphis R32,W vs Kyrgios,21.4%,31.1%,54.7%,26.5%,28.3%,40.0%,55.8%,37.2%,28.0%,28.6%,33.3%,13.5%,21.6%,53.1%,10
2012 Delray Beach R16,L vs Tomic,20.0%,26.0%,48.7%,25.6%,24.2%,30.3%,56.0%,32.7%,36.4%,27.3%,0.0%,12.5%,18.8%,35.7%,10
Career (9 matches),,25.0%,34.4%,55.3%,30.6%,30.4%,41.9%,57.0%,39.6%,33.5%,46.6%,48.0%,19.8%,26.7%,52.8%,75
