Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,1,9,10.0%,5-21,19.2%,111-153,42.0%,1-8,11.1%,10,74.8%,11.7%,8.0%,3.1%,58.3%,70.6%,51.3%,62.6%,29.9%,46.5%,0.80
Grass,4,1,3,25.0%,2-6,25.0%,39-48,44.8%,1-3,25.0%,4,76.2%,14.6%,5.7%,3.0%,57.6%,71.7%,51.8%,63.3%,34.2%,48.0%,0.93
Grand Slams,3,0,3,0.0%,3-9,25.0%,49-69,41.5%,1-2,33.3%,3,75.4%,8.6%,8.1%,3.9%,58.9%,69.2%,53.7%,62.8%,25.1%,44.9%,0.68
Masters,2,0,2,0.0%,0-4,0.0%,9-25,26.5%,0-1,0.0%,2,41.2%,12.5%,5.0%,2.5%,55.5%,63.6%,30.2%,48.7%,32.7%,41.5%,0.64
Other Tours,9,2,7,22.2%,4-14,22.2%,92-107,46.2%,1-8,11.1%,9,81.1%,14.7%,7.5%,2.7%,58.1%,73.3%,54.6%,65.4%,33.8%,49.0%,0.98
Best of 5,3,0,3,0.0%,3-9,25.0%,49-69,41.5%,1-2,33.3%,3,75.4%,8.6%,8.1%,3.9%,58.9%,69.2%,53.7%,62.8%,25.1%,44.9%,0.68
Best of 3,11,2,9,18.2%,4-18,18.2%,101-132,43.3%,1-9,10.0%,11,75.0%,14.4%,7.1%,2.6%,57.7%,71.7%,50.3%,62.7%,33.6%,47.9%,0.90
vs Righties,13,2,11,15.4%,6-24,20.0%,129-176,42.3%,1-10,9.1%,13,74.1%,12.9%,6.4%,3.1%,57.8%,70.7%,49.4%,61.7%,31.6%,46.7%,0.83
vs Lefties,1,0,1,0.0%,1-3,25.0%,21-25,45.7%,1-1,50.0%,1,81.8%,9.1%,14.6%,3.1%,60.0%,71.8%,67.3%,70.0%,26.9%,48.5%,0.90
vs Top 10,1,0,1,0.0%,1-3,25.0%,12-22,35.3%,0-0,-,1,58.8%,11.8%,1.7%,5.0%,55.4%,59.7%,42.6%,52.1%,25.6%,40.8%,0.53
