Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,John Isner [USA],3,8,27.3%,11,3,8,27.3%,2010,2018,11,0.74,8.0%,4.3%,61.6%,73.6%,56.4%,67.0%,24.5%,70.1%,32.3%
10,Donald Young [USA],8,2,80.0%,2,2,0,100.0%,2010,2022,10,1.04,8.5%,5.3%,62.6%,70.1%,46.4%,61.2%,40.4%,62.0%,38.6%
8,Marin Cilic [CRO],1,7,12.5%,5,1,4,20.0%,2011,2018,8,0.71,6.7%,4.1%,57.0%,66.1%,50.0%,59.2%,28.9%,54.1%,47.8%
8,Mischa Zverev [GER],4,4,50.0%,4,1,3,25.0%,2011,2017,7,0.96,6.4%,5.8%,60.7%,68.8%,49.0%,61.0%,37.5%,54.5%,35.1%
7,Michael Russell [USA],5,2,71.4%,1,1,0,100.0%,2009,2015,6,1.23,8.5%,3.1%,62.2%,71.2%,53.4%,64.5%,43.5%,60.6%,51.3%
6,Guillermo Garcia Lopez [ESP],6,0,100.0%,2,2,0,100.0%,2011,2018,6,1.29,10.1%,3.2%,61.2%,74.7%,55.1%,67.1%,42.5%,64.5%,57.9%
6,Alex Kuznetsov [USA],3,3,50.0%,1,0,1,0.0%,2008,2016,5,0.93,4.3%,3.8%,59.5%,67.6%,44.4%,58.3%,38.8%,62.5%,53.1%
5,Viktor Troicki [SRB],4,1,80.0%,3,3,0,100.0%,2011,2019,5,1.13,5.8%,5.8%,60.8%,70.5%,50.7%,62.7%,42.1%,57.6%,33.3%
5,Henri Laaksonen [SUI],3,2,60.0%,1,1,0,100.0%,2015,2019,4,1.00,5.2%,7.9%,55.5%,71.4%,45.2%,59.8%,40.1%,74.4%,35.5%
5,Grigor Dimitrov [BUL],1,4,20.0%,3,0,3,0.0%,2014,2017,5,0.72,7.4%,3.7%,60.7%,66.7%,45.6%,58.4%,29.9%,55.0%,45.0%
5,Tatsuma Ito [JPN],4,1,80.0%,2,2,0,100.0%,2012,2017,4,1.57,14.0%,4.5%,64.0%,84.5%,49.4%,71.9%,44.1%,78.6%,41.9%
5,Tim Smyczek [USA],1,4,20.0%,2,1,1,50.0%,2014,2016,5,0.75,6.4%,4.6%,59.3%,62.2%,46.2%,55.7%,33.2%,53.3%,39.1%
5,Benjamin Becker [GER],3,2,60.0%,2,1,1,50.0%,2012,2014,5,1.10,12.6%,3.7%,61.9%,72.6%,47.6%,63.1%,40.6%,72.2%,66.7%
5,Alex Bogomolov Jr [RUS],3,2,60.0%,2,2,0,100.0%,2010,2014,5,0.97,8.7%,4.4%,60.5%,68.2%,52.5%,62.0%,37.0%,63.3%,36.8%
5,Jesse Levine [CAN],2,3,40.0%,0,0,0,-,2009,2012,4,0.98,6.5%,3.1%,64.6%,66.7%,47.8%,60.0%,39.4%,59.3%,47.4%
