Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2023,851,22,,,,,,,,,,,,
2022,594,50,,,,,,,,,,,,
2021,456,81,,,,,,,,,,,,
2020,479,73,,,,,,,,,,,,
2019,302,131,113,1674,100,1656,122,1579,,,93,900,70,1668
2018,62,810,60,1762,48,1736,94,1631,103,1558,102,825,41,1729
2017,47,1010,62,1771,52,1744,94,1643,89,1582,16,3900,27,1771
2016,90,632,80,1736,64,1717,114,1607,102,1566,238,300,,
2015,112,528,181,1560,152,1548,155,1534,163,1494,203,350,,
2014,191,261,165,1586,151,1553,144,1564,112,1557,104,685,85,1602
2013,100,549,108,1672,97,1628,103,1628,92,1592,368,167,,
2012,69,710,74,1737,66,1700,105,1616,61,1656,62,1150,19,1791
2011,79,658,82,1718,65,1692,119,1600,82,1596,157,491,114,1558
2010,173,309,149,1603,139,1563,161,1529,108,1541,173,409,,
2009,360,111,338,1377,341,1315,252,1425,,,422,120,,
2008,748,22,,,,,,,,,737,42,,
2007,1349,2,,,,,,,,,,,,
