Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Anderson,115.1,121.3,9.7,128.1,113.0,136,94,105.8,6.1,111.1,103.3,118,91
2017 US Open R128,L vs Berdych,112.4,120.4,8.3,122.7,113.8,133,93,103.8,10.4,109.3,107.0,128,77
2017 Wimbledon R64,L vs Berdych,114.5,123.4,9.2,126.4,117.3,138,93,100.6,9.0,108.1,101.2,117,81
2017 Roland Garros R128,L vs Bedene,108.8,118.8,11.6,,,134,88,99.0,6.9,,,120,80
2017 Australian Open R64,L vs Berdych,108.0,113.9,8.8,117.7,108.0,131,88,100.1,9.0,106.2,89.5,120,82
2016 US Open R32,L vs Baghdatis,113.0,118.8,10.0,123.0,110.3,135,85,103.7,7.2,108.0,98.8,118,91
2016 US Open R64,W vs Raonic,110.4,116.9,12.4,121.9,110.0,137,82,100.8,8.8,103.9,101.7,117,76
2014 US Open R128,L vs Dimitrov,111.2,117.9,10.9,,,137,85,100.4,5.8,,,114,86
2014 Wimbledon R128,L vs Dimitrov,116.3,122.0,10.2,,,136,64,106.4,5.3,,,116,96
2014 Australian Open R128,L vs Monfils,114.1,,,,,140,,,,,,,88
2013 US Open R128,L vs Nadal,108.5,,,,,137,,,,,,,85
2013 Wimbledon R128,L vs Chardy,93.8,,,,,131,,,,,,,60
2013 Roland Garros R64,L vs Isner,111.9,,,,,133,,,,,,,88
2013 Australian Open R64,L vs Djokovic,114.7,,,,,138,,,,,,,67
2013 Australian Open R128,W vs Giraldo,108.0,,,,,130,,,,,,,64
2012 US Open R64,L vs Del Potro,107.6,,,,,126,,,,,,,85
2012 US Open R128,W vs Becker,112.6,,,,,132,,,,,,,79
2012 Wimbledon R64,L vs Djokovic,116.1,,,,,132,,,,,,,90
2012 Wimbledon R128,W vs Lu,116.1,,,,,130,,,,,,,76
2012 Roland Garros R128,L vs Simon,109.4,,,,,133,,,,,,,81
Career (24 matches),,111.1,119.2,9.4,123.2,112.3,140,64,102.2,7.6,107.5,101.6,128,60
