Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Houston R16,L vs Laaksonen,41% (7/17),25% (2/8),0/0,0/0,73% (11/15),4/6,3/4,- (0/0),- (0/0)
2019 Houston R32,W vs Karlovic,83% (10/12),40% (2/5),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Phoenix CH R16,L vs Sonego,43% (6/14),0% (0/1),0/0,0/0,73% (8/11),0/2,0/1,- (0/0),- (0/0)
2019 Phoenix CH R32,W vs Harris,67% (12/18),33% (3/9),2/7,1/6,82% (14/17),0/1,0/0,- (0/0),- (0/0)
2019 Indian Wells R128,L vs Carballes Baena,50% (5/10),43% (3/7),0/0,0/0,50% (6/12),2/4,1/2,- (0/0),- (0/0)
2019 Acapulco R32,L vs Wawrinka,82% (9/11),100% (1/1),0/0,0/0,50% (2/4),1/3,1/2,71% (5/7),14% (1/7)
2019 New York R16,L vs Lorenzi,76% (13/17),20% (1/5),1/3,0/0,75% (6/8),1/3,1/2,- (0/0),- (0/0)
2019 New York R32,W vs Polansky,82% (9/11),50% (3/6),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Australian Open R64,L vs Medvedev,64% (9/14),- (0/0),0/0,0/0,29% (2/7),2/5,0/1,- (0/0),- (0/0)
2019 Australian Open R128,W vs Vesely,93% (14/15),45% (5/11),3/6,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Sydney R32,L vs Nishioka,50% (6/12),0% (0/2),0/0,0/0,73% (8/11),0/2,0/1,- (0/0),- (0/0)
2019 Brisbane R32,L vs Kyrgios,72% (18/25),50% (1/2),1/2,0/0,100% (5/5),5/7,5/6,67% (8/12),17% (2/12)
2018 Basel R32,L vs Copil,64% (7/11),50% (1/2),0/2,0/0,40% (2/5),6/8,6/7,67% (6/9),22% (2/9)
2018 US Open R128,L vs Anderson,73% (24/33),18% (2/11),2/3,0/0,82% (9/11),6/9,2/3,80% (4/5),0% (0/6)
2018 Winston-Salem QF,L vs Medvedev,47% (9/19),50% (1/2),0/0,0/0,50% (2/4),2/4,1/2,60% (3/5),17% (1/6)
2018 Winston-Salem R16,W vs Krajinovic,77% (10/13),50% (2/4),2/2,1/1,75% (3/4),0/0,0/0,83% (5/6),40% (2/5)
2018 Winston-Salem R64,W vs Gojo,82% (9/11),43% (3/7),2/3,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2018 Canada R32,L vs Ivashka,91% (10/11),0% (0/4),0/0,0/0,75% (3/4),0/2,0/1,33% (2/6),50% (3/6)
2018 Canada R64,W vs Mcdonald,56% (9/16),60% (3/5),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2018 Atlanta F,L vs Isner,81% (13/16),20% (1/5),1/1,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2019 (12 matches),,67.0%,36.8%,47.8%,44.4%,68.5%,45.5%,57.9%,68.4%,15.8%
2018 (38 matches),,67.2%,39.1%,64.9%,59.4%,64.5%,47.5%,52.5%,61.1%,30.9%
2017 (51 matches),,67.1%,38.1%,45.7%,50.0%,64.0%,45.9%,42.9%,60.2%,35.0%
2016 (45 matches),,68.1%,41.8%,48.8%,57.4%,62.3%,55.1%,64.7%,67.5%,33.3%
2015 (30 matches),,65.9%,41.6%,57.8%,59.3%,65.8%,50.7%,41.7%,55.2%,37.7%
Career (288 matches),,65.4%,40.1%,53.1%,54.5%,62.1%,45.5%,47.5%,60.5%,34.2%
