Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 New York R16,L vs Lorenzi,65.6%,42.4%,0.0%,0/0,2.37,17.6%,60.3%,37.1%,0.0%,2.27,30.8%,82.8%,50.0%,0.0%,2.48,4.0%
2018 Winston Salem R16,W vs Krajinovic,64.6%,47.6%,1.5%,0/1,2.23,9.1%,60.5%,57.7%,0.0%,2.13,15.4%,80.0%,31.3%,5.0%,2.36,0.0%
2018 Atlanta F,L vs Isner,54.4%,51.8%,2.9%,3/0,2.23,6.1%,50.0%,50.0%,1.6%,2.16,10.0%,68.6%,54.2%,5.7%,2.34,0.0%
2018 Acapulco QF,L vs Zverev,66.7%,38.2%,3.9%,1/1,2.16,5.4%,70.4%,26.3%,3.7%,2.17,9.1%,71.4%,53.3%,4.8%,2.13,0.0%
2018 Brisbane F,L vs Kyrgios,51.8%,44.8%,1.8%,1/0,-,8.1%,47.5%,36.8%,2.5%,-,13.3%,66.7%,60.0%,0.0%,-,4.5%
2017 Atlanta F,L vs Isner,47.4%,45.9%,3.8%,2/1,2.49,2.6%,39.3%,36.4%,1.8%,2.14,5.0%,71.4%,60.0%,9.5%,2.89,0.0%
2017 Memphis F,W vs Basilashvili,83.3%,50.0%,2.1%,1/0,2.17,0.0%,83.3%,44.0%,3.3%,2.62,0.0%,93.8%,60.0%,0.0%,1.77,0.0%
2017 Memphis R32,W vs Kravchuk,69.6%,46.2%,3.6%,2/0,2.51,25.0%,65.7%,30.4%,2.9%,2.55,42.1%,76.2%,68.8%,4.8%,2.48,9.5%
2016 Stockholm R16,L vs Anderson,78.9%,33.3%,0.0%,0/0,2.29,18.4%,71.4%,37.1%,0.0%,2.21,24.2%,96.2%,28.0%,0.0%,2.44,6.3%
2016 Tokyo R32,L vs Kyrgios,48.1%,44.0%,5.8%,2/1,2.24,20.5%,53.8%,42.9%,5.1%,2.29,35.7%,33.3%,50.0%,8.3%,2.22,12.0%
2016 Shenzhen R16,L vs Tomic,75.0%,46.9%,3.7%,4/0,2.48,22.6%,69.7%,45.3%,3.9%,2.48,36.0%,90.3%,50.0%,3.2%,2.48,10.7%
2016 Canada R32,W vs Isner,45.7%,37.2%,3.2%,1/2,2.64,8.3%,37.7%,21.7%,0.0%,2.53,13.3%,64.5%,55.0%,9.7%,2.75,3.3%
2016 Canada R64,W vs Kuznetsov,61.4%,63.0%,2.3%,1/0,2.47,11.1%,50.0%,50.0%,0.0%,2.29,16.7%,85.0%,70.6%,5.0%,2.83,0.0%
2016 Washington R64,W vs Robert,67.1%,51.0%,1.3%,0/1,2.12,16.7%,58.6%,41.2%,0.0%,2.29,17.6%,89.5%,55.9%,2.6%,1.88,15.4%
2016 Ilkley CH R16,W vs Medvedev,70.5%,41.9%,2.9%,2/1,2.14,19.3%,71.1%,42.6%,1.3%,2.03,36.7%,83.3%,40.0%,8.3%,2.26,0.0%
2012 Indian Wells R32,W vs Garcia Lopez,80.6%,55.2%,2.8%,1/1,2.42,37.5%,83.8%,54.8%,5.4%,2.17,46.7%,81.8%,55.6%,0.0%,2.83,22.2%
Career (16 matches),,64.3%,45.8%,2.6%,70.0%,2.34,14.7%,60.1%,41.6%,1.9%,2.28,22.7%,78.9%,51.9%,4.1%,2.40,5.5%
