Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,2,5,28.6%,6-10,37.5%,77-89,46.4%,3-2,60.0%,7,65.4%,25.6%,7.0%,4.6%,60.6%,63.7%,48.4%,57.7%,38.8%,48.3%,0.92,R16 (2x)
2024,6,4,2,66.7%,8-4,66.7%,64-52,55.2%,1-1,50.0%,6,87.3%,25.4%,6.1%,2.8%,65.1%,72.1%,55.2%,66.2%,38.6%,52.0%,1.14,SF (Nonthaburi 3)
2023,32,17,15,53.1%,38-38,50.0%,362-372,49.3%,6-3,66.7%,32,72.7%,26.0%,3.4%,3.7%,65.9%,67.0%,47.7%,60.5%,39.7%,49.9%,1.00,F (Zhuhai)
2022,25,10,15,40.0%,24-31,43.6%,249-265,48.4%,3-2,60.0%,22,70.4%,24.0%,3.5%,5.2%,62.3%,63.9%,50.4%,58.8%,38.7%,48.8%,0.94,QF (2x)
2021,18,5,13,27.8%,15-26,36.6%,183-203,47.4%,0-2,0.0%,18,71.4%,22.7%,4.5%,3.8%,63.3%,66.5%,48.4%,59.9%,37.6%,48.8%,0.94,QF (Little Rock)
2020,12,5,7,41.7%,11-15,42.3%,125-133,48.4%,3-3,50.0%,12,73.8%,23.8%,3.3%,4.0%,62.2%,65.0%,54.0%,60.9%,39.4%,49.8%,1.01,QF (2x)
2019,45,28,17,62.2%,65-40,61.9%,562-492,53.3%,9-11,45.0%,45,80.9%,26.0%,4.9%,3.2%,62.8%,69.0%,54.2%,63.5%,38.5%,51.2%,1.05,W (Gwangju)
2018,55,35,20,63.6%,75-54,58.1%,664-576,53.5%,13-11,54.2%,55,77.9%,29.0%,4.8%,3.5%,64.0%,70.0%,50.1%,62.9%,41.1%,51.8%,1.11,W (San Francisco)
2017,40,20,20,50.0%,46-49,48.4%,442-479,48.0%,11-5,68.8%,40,74.6%,21.1%,6.4%,4.9%,60.8%,70.1%,48.5%,61.6%,37.8%,49.3%,0.98,W (Zhangjiagang)
2016,49,29,20,59.2%,64-45,58.7%,557-500,52.7%,5-8,38.5%,48,80.2%,25.8%,7.6%,5.0%,58.7%,72.6%,51.6%,63.9%,38.6%,51.0%,1.07,W (Chengdu)
2015,31,12,19,38.7%,30-41,42.3%,330-370,47.1%,7-3,70.0%,31,74.6%,18.9%,5.7%,4.6%,60.9%,67.9%,50.7%,61.2%,36.9%,49.1%,0.95,F (Guadalajara)
2014,26,10,16,38.5%,23-35,39.7%,269-287,48.4%,2-7,22.2%,26,75.4%,23.6%,4.2%,3.6%,66.2%,66.9%,47.6%,60.4%,38.3%,49.3%,0.97,QF (Nanchang)
2013,6,3,3,50.0%,7-8,46.7%,76-80,48.7%,1-1,50.0%,6,76.9%,19.7%,4.1%,4.7%,64.8%,66.7%,55.6%,62.8%,36.5%,49.5%,0.98,QF (Toyota)
Career,352,180,172,51.1%,412-396,51.0%,3960-3898,50.4%,64-59,52.0%,348,76.2%,24.6%,5.2%,4.1%,62.6%,68.6%,50.6%,61.9%,38.8%,50.2%,1.02,
