Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2025,1073,13,,,,,,,,,,,,
2024,798,28,,,,,,,,,1376,16,,
2023,244,252,278,1465,257,1434,298,1374,,,,,,
2022,383,121,296,1448,266,1416,314,1372,193,1429,,,,
2021,178,379,241,1496,219,1460,262,1417,171,1482,,,,
2020,132,490,141,1592,123,1570,186,1474,,,649,54,,
2019,127,429,170,1583,148,1565,220,1463,161,1483,497,79,,
2018,121,470,184,1548,176,1521,238,1447,149,1496,349,94,,
2017,239,219,216,1520,189,1495,230,1445,190,1434,594,82,,
2016,154,398,153,1606,142,1570,195,1486,,,201,364,,
2015,256,204,303,1404,304,1340,288,1358,205,1421,666,77,,
2014,323,148,339,1331,315,1309,,,,,428,136,,
2013,383,106,,,,,,,,,535,98,,
2012,549,53,,,,,,,,,643,69,,
