Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,233,126,107,54.1%,284-239,54.3%,2520-2377,51.5%,35-34,50.7%,226,67.6%,36.3%,5.1%,4.2%,54.1%,67.2%,46.0%,57.5%,44.2%,50.7%,1.04
Clay,104,72,32,69.2%,157-80,66.2%,1211-933,56.5%,7-10,41.2%,89,69.3%,41.7%,4.8%,3.6%,55.8%,65.7%,48.8%,58.2%,46.2%,52.2%,1.11
Grass,62,42,20,67.7%,89-49,64.5%,732-580,55.8%,10-10,50.0%,61,77.8%,35.1%,6.2%,2.9%,56.3%,70.7%,51.3%,62.2%,43.2%,52.5%,1.14
Grand Slams,93,61,32,65.6%,132-84,61.1%,1102-933,54.2%,14-13,51.9%,93,70.7%,38.3%,5.5%,3.8%,54.9%,67.2%,49.4%,59.2%,44.9%,51.9%,1.10
Premiers,167,107,60,64.1%,227-143,61.4%,1860-1600,53.8%,27-22,55.1%,163,70.0%,38.4%,5.2%,3.7%,55.1%,68.0%,47.2%,58.6%,44.7%,51.6%,1.08
Internationals,70,34,36,48.6%,87-74,54.0%,779-725,51.8%,9-10,47.4%,67,70.1%,34.9%,5.4%,4.2%,53.7%,66.0%,48.1%,57.7%,44.3%,50.9%,1.05
Finals,13,5,8,38.5%,14-17,45.2%,136-152,47.2%,1-2,33.3%,13,59.9%,35.4%,4.8%,3.2%,57.5%,61.8%,42.9%,53.8%,44.3%,49.0%,0.96
Semi-finals,19,13,6,68.4%,27-14,65.9%,208-162,56.2%,1-1,50.0%,18,75.3%,36.6%,5.1%,3.3%,56.9%,68.9%,51.2%,61.3%,44.9%,52.8%,1.16
Quarter-finals,47,19,28,40.4%,49-56,46.7%,504-497,50.3%,5-14,26.3%,45,68.3%,33.4%,5.2%,3.1%,55.3%,66.4%,46.9%,57.7%,42.8%,50.3%,1.01
vs Righties,357,215,142,60.2%,476-331,59.0%,4015-3496,53.5%,47-50,48.5%,337,69.8%,37.6%,5.2%,3.9%,54.5%,67.4%,47.4%,58.3%,44.5%,51.3%,1.07
vs Lefties,38,21,17,55.3%,46-37,55.4%,399-376,51.5%,5-4,55.6%,36,68.1%,34.7%,4.6%,3.5%,57.6%,66.6%,48.0%,58.7%,44.2%,51.3%,1.07
vs Top 10,50,19,31,38.0%,46-61,43.0%,487-514,48.7%,0-12,0.0%,49,67.4%,31.8%,5.6%,3.9%,56.6%,67.3%,44.8%,57.5%,41.8%,49.5%,0.98
