Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 Wimbledon R32,L vs Svitolina,88.5,94.5,7.2,100.8,90.4,110,84,80.8,4.1,83.8,81.0,88,72
2024 Wimbledon R64,W vs Montgomery,90.9,95.4,7.8,99.3,90.0,109,80,78.7,4.2,79.0,79.3,84,70
2023 US Open R16,L vs Zheng,86.9,94.4,8.5,100.6,88.8,109,63,79.4,5.3,81.8,81.0,91,67
2023 US Open R32,W vs Bouzkova,84.4,94.8,7.9,98.1,90.5,108,71,74.6,5.3,76.4,81.0,85,62
2023 US Open R64,W vs Noskova,87.4,97.3,8.0,98.7,93.1,107,63,76.1,5.1,78.4,79.7,92,62
2023 Wimbledon F,L vs Vondrousova,88.6,99.6,7.0,104.1,91.4,109,86,78.3,3.3,80.8,77.0,87,73
2023 Wimbledon SF,W vs Sabalenka,92.0,99.0,5.8,103.1,94.2,108,87,79.5,3.9,80.3,75.0,89,71
2023 Wimbledon QF,W vs Rybakina,92.4,101.0,6.1,106.1,95.7,111,84,81.4,4.1,87.3,84.2,95,73
2023 Wimbledon R16,W vs Kvitova,89.0,101.8,4.3,107.3,99.0,110,93,80.7,3.6,82.6,78.0,88,74
2023 Wimbledon R32,W vs Andreescu,93.0,104.0,5.4,107.4,96.3,112,89,80.9,4.7,84.4,79.8,92,71
2023 Wimbledon R64,W vs Bai,96.1,104.9,5.9,108.0,99.8,112,93,80.5,4.2,,88.0,91,76
2023 Wimbledon R128,W vs Frech,92.6,104.2,6.4,108.3,98.1,112,87,82.3,4.6,85.0,91.0,93,75
2022 US Open F,L vs Swiatek,91.6,99.1,6.9,103.5,92.4,109,85,76.8,3.3,76.5,77.5,86,72
2022 US Open SF,W vs Garcia,88.2,99.2,7.6,104.1,89.9,110,86,79.1,4.7,81.2,78.5,93,71
2022 US Open QF,W vs Tomljanovic,88.9,100.8,6.6,104.9,92.6,110,87,80.5,2.8,79.5,79.8,86,74
2022 US Open R16,W vs Kudermetova,93.7,103.4,4.6,105.6,98.8,110,93,79.1,4.8,83.5,,91,69
2022 US Open R32,W vs Rogers,89.4,97.6,8.0,101.7,89.3,110,70,77.6,4.5,81.1,78.4,89,69
2022 US Open R64,W vs Mandlik,90.3,98.1,7.9,100.5,92.2,109,71,81.1,2.1,81.7,,85,77
2022 US Open R128,W vs Brengle,86.4,92.8,8.7,98.3,85.7,108,65,73.8,4.7,72.5,70.0,83,66
2022 Wimbledon F,L vs Rybakina,91.0,99.4,5.3,101.5,94.3,110,88,80.8,4.8,84.0,81.2,92,71
Career (44 matches),,89.4,98.2,7.0,102.3,92.6,116,63,78.1,4.5,80.6,79.4,102,62
