Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Eastbourne R32,L vs Joint,13,43,0.3,9.1%,30.1%,13,39,0.3,9.6%,28.9%,5.2%,4.4%,0.9,11.9%,14.0%
2024 Wimbledon R32,L vs Svitolina,24,31,0.8,19.5%,25.2%,22,29,0.8,18.6%,24.6%,13.6%,5.1%,1.7,16.3%,9.8%
2024 Wimbledon R64,W vs Montgomery,21,17,1.2,18.9%,15.3%,16,15,1.1,16.5%,15.5%,10.3%,6.2%,0.5,11.7%,22.5%
2024 Wimbledon R128,W vs Uchijima,21,15,1.4,22.1%,15.8%,18,14,1.3,21.7%,16.9%,12.0%,8.4%,0.4,9.5%,24.2%
2024 Roland Garros QF,L vs Gauff,30,40,0.8,16.2%,21.6%,26,39,0.7,15.0%,22.5%,11.0%,4.0%,0.8,11.4%,15.1%
2024 Roland Garros R16,W vs Tauson,29,26,1.1,18.8%,16.9%,24,23,1.0,17.1%,16.4%,11.4%,5.0%,0.5,9.7%,20.8%
2024 Madrid QF,L vs Keys,20,25,0.8,13.8%,17.2%,16,25,0.6,11.9%,18.5%,5.9%,5.2%,0.7,15.2%,20.7%
2024 Stuttgart R16,L vs Paolini,37,30,1.2,23.0%,18.6%,30,30,1.0,19.7%,19.7%,11.2%,7.2%,0.9,11.2%,11.8%
2024 Charleston R32,L vs Collins,24,36,0.7,13.6%,20.5%,23,34,0.7,13.7%,20.2%,7.1%,6.0%,0.4,11.9%,27.8%
2024 Indian Wells R64,L vs Volynets,28,50,0.6,22.2%,39.7%,24,50,0.5,19.8%,41.3%,10.7%,8.3%,0.4,6.3%,15.9%
2024 Abu Dhabi R16,W vs Raducanu,35,13,2.7,29.7%,11.0%,27,13,2.1,25.0%,12.0%,14.8%,10.2%,0.8,7.6%,10.2%
2024 Australian Open R64,L vs Andreeva,9,26,0.3,11.4%,32.9%,7,26,0.3,9.5%,35.1%,6.8%,2.7%,1.1,16.5%,15.2%
2023 Cancun Finals RR,L vs Swiatek,13,25,0.5,13.8%,26.6%,12,20,0.6,14.0%,23.3%,9.3%,3.5%,1.6,17.0%,10.6%
2023 Ningbo F,W vs Shnaider,18,12,1.5,17.8%,11.9%,15,11,1.4,15.5%,11.3%,11.3%,4.1%,0.4,11.9%,27.7%
2023 US Open R16,L vs Zheng,17,33,0.5,15.0%,29.2%,14,30,0.5,14.4%,30.9%,10.3%,4.1%,1.2,18.6%,15.0%
2023 US Open R32,W vs Bouzkova,56,63,0.9,25.7%,28.9%,55,59,0.9,26.1%,28.0%,16.1%,9.5%,0.4,6.0%,14.2%
2023 US Open R64,W vs Noskova,47,43,1.1,22.8%,20.9%,40,40,1.0,21.2%,21.2%,14.3%,6.9%,0.8,14.6%,18.4%
2023 US Open R128,W vs Osorio,25,43,0.6,14.5%,25.0%,23,39,0.6,14.4%,24.4%,12.5%,1.9%,0.4,8.1%,22.7%
2023 Cincinnati QF,L vs Sabalenka,20,21,1.0,15.0%,15.8%,17,16,1.1,15.5%,14.5%,10.9%,4.5%,1.6,23.3%,15.0%
2023 Wimbledon F,L vs Vondrousova,25,31,0.8,20.0%,24.8%,24,31,0.8,20.0%,25.8%,10.8%,8.3%,0.8,8.0%,10.4%
Career (137 matches),,3617,4162,0.9,17.9%,20.6%,3127,3832,0.8,16.8%,20.6%,9.0%,5.0%,0.7,10.7%,16.2%
