Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Eastbourne R32,L vs Joint,40% (4/10),75% (3/4),1/4,70% (7/10),14% (1/7),3/3,0/0,1/3,0/0,0/1
2024 Wimbledon R32,L vs Svitolina,20% (2/10),0% (0/2),0/2,33% (3/9),33% (1/3),0/0,0/0,0/0,0/0,0/0
2024 Wimbledon R64,W vs Montgomery,56% (5/9),80% (4/5),1/1,20% (2/10),50% (1/2),3/4,2/2,1/1,1/1,0/0
2024 Wimbledon R128,W vs Uchijima,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2024 Roland Garros QF,L vs Gauff,36% (5/14),40% (2/5),1/3,38% (5/13),20% (1/5),1/2,1/1,1/2,0/0,1/1
2024 Roland Garros R16,W vs Tauson,40% (4/10),75% (3/4),0/1,30% (3/10),67% (2/3),2/3,2/2,0/0,1/1,0/0
2024 Madrid QF,L vs Keys,31% (4/13),100% (4/4),0/3,42% (5/12),20% (1/5),4/4,1/1,2/3,0/0,1/1
2024 Stuttgart R16,L vs Paolini,45% (5/11),40% (2/5),1/3,36% (4/11),25% (1/4),2/2,0/0,2/2,0/0,0/0
2024 Charleston R32,L vs Collins,46% (6/13),67% (4/6),0/4,67% (8/12),50% (4/8),2/4,1/1,1/1,0/0,0/0
2024 Indian Wells R64,L vs Volynets,20% (2/10),100% (2/2),1/4,50% (5/10),20% (1/5),0/2,0/0,1/1,0/0,1/1
2024 Abu Dhabi R16,W vs Raducanu,67% (6/9),83% (5/6),0/1,13% (1/8),0% (0/1),4/4,1/2,0/0,0/0,0/0
2024 Australian Open R64,L vs Andreeva,14% (1/7),0% (0/1),0/5,71% (5/7),0% (0/5),0/0,0/0,1/1,0/0,1/1
2023 Cancun Finals RR,L vs Swiatek,38% (3/8),33% (1/3),1/5,71% (5/7),0% (0/5),0/1,0/0,0/0,0/0,0/0
2023 Ningbo F,W vs Shnaider,75% (6/8),83% (5/6),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,0/0,0/0
2023 US Open R16,L vs Zheng,44% (4/9),75% (3/4),3/6,78% (7/9),14% (1/7),2/3,0/0,1/1,0/0,1/1
2023 US Open R32,W vs Bouzkova,44% (7/16),71% (5/7),1/4,35% (6/17),17% (1/6),3/5,1/2,3/4,1/1,1/1
2023 US Open R64,W vs Noskova,40% (6/15),67% (4/6),1/4,50% (8/16),50% (4/8),4/4,1/1,4/4,1/1,0/0
2023 US Open R128,W vs Osorio,83% (10/12),70% (7/10),2/5,67% (8/12),25% (2/8),4/7,1/3,1/1,0/2,0/0
2023 Cincinnati QF,L vs Sabalenka,45% (5/11),80% (4/5),3/5,70% (7/10),14% (1/7),3/4,0/0,1/2,0/0,0/0
2023 Wimbledon F,L vs Vondrousova,50% (5/10),80% (4/5),1/6,60% (6/10),0% (0/6),1/4,0/0,0/0,0/0,0/0
2025 (1 matches),,40.0%,75.0%,25.0%,70.0%,14.3%,100.0%,-,33.3%,-,0.0%
2024 (11 matches),,39.5%,66.7%,14.8%,37.3%,29.3%,75.0%,90.0%,81.8%,100.0%,100.0%
2023 (24 matches),,52.2%,78.2%,42.9%,43.8%,28.6%,69.4%,67.9%,76.9%,71.4%,60.0%
2022 (34 matches),,49.2%,76.7%,39.4%,40.2%,25.7%,72.0%,71.4%,66.7%,81.3%,75.0%
2021 (26 matches),,50.9%,74.3%,27.4%,43.3%,28.2%,71.7%,72.4%,50.0%,84.6%,57.1%
Career (257 matches),,48.6%,75.3%,36.3%,44.9%,26.4%,70.1%,71.9%,63.0%,76.6%,60.5%
