Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,199,117,82,58.8%,255-199,56.2%,2271-2074,52.3%,36-22,62.1%,191,71.2%,32.2%,3.5%,5.9%,63.2%,65.8%,47.8%,59.1%,42.3%,50.7%,1.04
Clay,47,22,25,46.8%,55-59,48.2%,537-525,50.6%,3-5,37.5%,47,65.1%,36.1%,1.4%,6.3%,61.9%,61.5%,46.8%,55.9%,44.1%,50.1%,1.00
Grass,25,14,11,56.0%,32-27,54.2%,298-254,54.0%,1-6,14.3%,25,75.5%,33.1%,4.5%,4.8%,65.9%,67.3%,48.8%,61.0%,43.4%,52.2%,1.11
Grand Slams,50,27,23,54.0%,60-58,50.8%,581-569,50.5%,7-7,50.0%,50,71.5%,29.5%,2.8%,5.8%,63.8%,64.1%,48.1%,58.3%,41.8%,50.1%,1.00
Premiers,80,40,40,50.0%,92-92,50.0%,871-864,50.2%,13-11,54.2%,80,68.4%,30.8%,3.4%,6.4%,62.8%,64.1%,47.8%,58.0%,41.7%,49.9%,0.99
Internationals,73,52,21,71.2%,110-54,67.1%,883-667,57.0%,10-8,55.6%,72,76.2%,37.0%,3.5%,5.4%,64.7%,68.3%,49.6%,61.7%,44.3%,53.0%,1.16
Finals,9,6,3,66.7%,13-9,59.1%,113-96,54.1%,2-1,66.7%,9,71.2%,36.3%,2.3%,5.2%,64.7%,63.1%,48.6%,58.0%,43.8%,50.9%,1.04
Semi-finals,12,9,3,75.0%,19-11,63.3%,157-136,53.6%,3-1,75.0%,12,72.3%,33.8%,4.3%,5.5%,66.7%,65.6%,51.5%,60.9%,43.0%,52.0%,1.10
Quarter-finals,23,11,12,47.8%,28-25,52.8%,259-266,49.3%,9-2,81.8%,22,69.1%,29.4%,4.1%,5.4%,65.3%,66.0%,44.4%,58.5%,41.7%,50.0%,1.01
vs Righties,232,128,104,55.2%,290-247,54.0%,2652-2459,51.9%,34-29,54.0%,226,70.9%,32.5%,3.2%,5.9%,63.3%,65.1%,47.9%,58.8%,42.6%,50.7%,1.03
vs Lefties,33,20,13,60.6%,42-34,55.3%,379-345,52.3%,6-4,60.0%,31,67.1%,34.5%,3.2%,6.4%,62.6%,64.8%,46.4%,57.9%,42.8%,50.5%,1.02
vs Top 10,34,9,25,26.5%,25-56,30.9%,354-451,44.0%,7-8,46.7%,34,67.6%,20.7%,3.1%,5.5%,64.5%,64.0%,44.1%,57.0%,36.4%,47.0%,0.85
