Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R128,L vs Tjen,15,32,0.5,10.8%,23.0%,13,27,0.5,10.7%,22.1%,8.2%,2.5%,0.6,11.5%,20.9%
2025 Hong Kong R16,W vs Lys,23,18,1.3,23.0%,18.0%,20,16,1.3,21.5%,17.2%,9.7%,11.8%,0.6,7.0%,11.0%
2025 Osaka F,W vs Valentova,28,21,1.3,17.3%,13.0%,25,19,1.3,16.3%,12.4%,8.5%,7.8%,0.8,15.4%,19.8%
2025 Washington F,W vs Kalinskaya,16,14,1.1,17.0%,14.9%,14,10,1.4,16.5%,11.8%,9.4%,7.1%,0.6,9.6%,14.9%
2025 Doha R16,L vs Anisimova,7,16,0.4,7.8%,17.8%,7,15,0.5,8.1%,17.4%,4.7%,3.5%,0.6,12.2%,18.9%
2025 Doha R32,W vs Navarro,22,14,1.6,25.6%,16.3%,18,12,1.5,22.8%,15.2%,12.7%,8.9%,0.6,12.8%,20.9%
2025 Australian Open R32,L vs Gauff,7,22,0.3,6.8%,21.4%,6,19,0.3,6.7%,21.1%,3.3%,3.3%,0.8,18.4%,23.3%
2024 Hong Kong SF,L vs Shnaider,21,25,0.8,18.8%,22.3%,19,21,0.9,19.0%,21.0%,5.0%,13.0%,1.2,16.1%,13.4%
2024 Tokyo R16,W vs Gracheva,25,21,1.2,14.9%,12.5%,22,19,1.2,13.8%,11.9%,7.5%,6.3%,1.4,14.3%,10.1%
2024 Wuhan R64,W vs Shnaider,42,36,1.2,19.2%,16.4%,35,26,1.3,18.2%,13.5%,9.4%,7.8%,0.7,12.3%,16.9%
2024 US Open R128,L vs Potapova,31,28,1.1,14.8%,13.3%,27,22,1.2,14.1%,11.5%,9.4%,4.2%,0.9,15.2%,16.2%
2024 Cincinnati R16,W vs Shnaider,30,16,1.9,25.0%,13.3%,23,10,2.3,22.5%,9.8%,13.7%,5.9%,1.0,15.8%,16.7%
2024 Paris Olympics R16,L vs Kerber,30,22,1.4,25.6%,18.8%,30,19,1.6,26.8%,17.0%,17.0%,9.8%,1.6,20.5%,12.8%
2024 Paris Olympics R64,W vs Muchova,27,22,1.2,15.1%,12.3%,27,18,1.5,16.3%,10.8%,6.6%,9.6%,0.8,18.4%,22.3%
2024 Wimbledon R64,L vs Wozniacki,45,44,1.0,22.6%,22.1%,40,43,0.9,21.3%,22.9%,12.8%,8.5%,0.6,8.0%,12.6%
2024 Wimbledon R128,W vs Bronzetti,21,17,1.2,16.2%,13.1%,20,15,1.3,16.1%,12.1%,8.1%,8.1%,0.7,7.7%,10.8%
2024 Eastbourne F,L vs Kasatkina,36,42,0.9,23.1%,26.9%,35,39,0.9,24.0%,26.7%,12.3%,11.6%,1.1,11.5%,10.9%
2024 Rome R128,L vs Bogdan,25,27,0.9,20.7%,22.3%,23,24,1.0,20.5%,21.4%,7.1%,13.4%,1.3,8.3%,6.6%
2024 Doha QF,L vs Rybakina,17,27,0.6,13.4%,21.3%,16,23,0.7,14.2%,20.4%,8.0%,6.2%,1.2,18.9%,15.7%
2024 Doha R32,W vs Badosa,28,20,1.4,17.7%,12.7%,25,17,1.5,18.2%,12.4%,12.4%,5.8%,0.8,13.3%,15.8%
Career (71 matches),,1656,1639,1.0,15.9%,15.8%,1497,1385,1.1,15.8%,14.6%,8.2%,5.9%,0.9,15.3%,17.2%
