Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R128,L vs Tjen,0.92,0.76,58.1,2.2,0.0%,44.1%,6.5%,64.5%,41.0%,34.3%
2025 Hong Kong R16,W vs Lys,1.05,1.80,44.4,2.1,12.0%,72.0%,0.0%,69.6%,55.6%,44.0%
2025 Osaka F,W vs Valentova,0.94,1.24,66.4,2.2,4.8%,57.1%,2.7%,64.9%,53.5%,50.0%
2025 Washington F,W vs Kalinskaya,1.22,2.00,35.7,2.2,6.9%,79.3%,0.0%,55.6%,42.9%,64.7%
2025 Doha R16,L vs Anisimova,0.90,0.51,38.7,2.1,0.0%,47.6%,0.0%,45.0%,23.1%,39.1%
2025 Doha R32,W vs Navarro,1.38,2.50,30.2,2.0,0.0%,70.8%,20.0%,70.0%,47.8%,60.0%
2025 Australian Open R32,L vs Gauff,0.86,0.45,40.6,2.3,0.0%,50.0%,3.6%,57.1%,16.7%,33.3%
2024 Hong Kong SF,L vs Shnaider,0.82,0.71,59.2,2.5,4.0%,64.0%,4.0%,44.0%,40.6%,40.0%
2024 Tokyo R16,W vs Gracheva,1.01,1.24,78.5,2.8,2.3%,53.5%,5.4%,75.7%,40.4%,48.8%
2024 Wuhan R64,W vs Shnaider,1.02,1.14,77.6,5.4,7.1%,58.9%,5.5%,61.8%,47.3%,41.5%
2024 US Open R128,L vs Potapova,0.90,0.91,89.3,9.3,3.9%,51.0%,4.2%,60.4%,55.2%,34.0%
2024 Cincinnati R16,W vs Shnaider,1.11,1.64,43.2,2.1,3.4%,62.1%,22.2%,70.4%,54.5%,45.2%
2024 Paris Olympics R16,L vs Kerber,0.91,0.73,46.4,2.3,0.0%,42.9%,0.0%,45.5%,44.4%,45.5%
2024 Paris Olympics R64,W vs Muchova,1.04,1.22,57.9,2.2,0.0%,60.0%,0.0%,54.8%,47.8%,52.2%
2024 Wimbledon R64,L vs Wozniacki,0.88,0.90,90.5,6.9,2.1%,44.7%,8.9%,73.3%,43.9%,40.0%
2024 Wimbledon R128,W vs Bronzetti,1.08,1.64,52.3,3.1,0.0%,76.7%,3.8%,61.5%,36.8%,55.6%
2024 Eastbourne F,L vs Kasatkina,0.89,0.75,55.4,2.1,3.0%,51.5%,0.0%,46.9%,39.1%,46.7%
2024 Rome R128,L vs Bogdan,0.90,0.69,47.8,2.2,6.7%,53.3%,0.0%,44.8%,39.4%,38.7%
2024 Doha QF,L vs Rybakina,1.00,0.69,54.5,3.5,0.0%,41.7%,2.9%,60.0%,28.6%,39.3%
2024 Doha R32,W vs Badosa,1.16,1.28,60.9,4.0,2.8%,63.9%,5.9%,55.9%,40.0%,48.8%
2026 (1 matches),,0.92,0.76,58.1,2.2,0.0%,44.1%,6.5%,64.5%,41.0%,34.3%
2025 (6 matches),,1.04,1.21,45.4,2.2,4.1%,62.6%,3.9%,60.6%,41.5%,47.9%
2024 (15 matches),,0.98,1.01,64.8,2.9,2.5%,55.2%,4.4%,59.4%,43.1%,44.5%
2023 (15 matches),,1.02,1.09,60.3,2.6,3.3%,59.3%,4.8%,59.0%,43.5%,44.0%
2022 (11 matches),,1.02,1.03,56.4,2.3,2.8%,57.3%,4.4%,58.8%,42.8%,41.7%
Career (91 matches),,1.01,1.01,59.7,2.6,2.1%,55.4%,3.3%,58.7%,42.6%,43.7%
