Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R128,L vs Tjen,3.5,3.8,3.2,40.2%,51.7%,64.3%,44.4%,54.7%,16.1%,3.0,3.0,-3.0,-4.2
2025 Hong Kong R16,W vs Lys,3.7,3.3,4.1,62.3%,66.7%,41.7%,50.0%,43.8%,10.5%,4.5,6.9,15.0,19.5
2025 Osaka F,W vs Valentova,3.7,3.9,3.6,56.7%,55.3%,55.6%,55.6%,43.9%,15.7%,8.5,8.6,14.5,13.3
2025 Washington F,W vs Kalinskaya,3.2,3.1,3.3,65.6%,47.6%,66.7%,66.7%,53.5%,17.0%,8.5,14.2,6.5,14.8
2025 Doha R16,L vs Anisimova,3.4,3.7,3.2,38.3%,29.4%,50.0%,40.0%,51.7%,22.8%,-7.5,-13.4,2.5,5.7
2025 Doha R32,W vs Navarro,4.4,3.9,5.0,70.8%,47.4%,70.0%,40.0%,63.5%,14.8%,16.0,15.4,8.0,15.7
2025 Australian Open R32,L vs Gauff,4.8,5.7,3.6,51.0%,31.8%,36.8%,18.2%,46.6%,18.2%,-1.5,-1.6,-2.0,-2.2
2024 Hong Kong SF,L vs Shnaider,4.1,3.1,5.0,44.6%,51.4%,46.2%,33.3%,40.7%,10.2%,-2.5,-3.5,-1.5,-1.5
2024 Tokyo R16,W vs Gracheva,4.2,4.5,3.8,54.2%,47.2%,62.5%,62.5%,62.8%,18.4%,29.0,17.0,14.0,16.7
2024 Wuhan R64,W vs Shnaider,3.6,3.8,3.4,53.8%,49.1%,60.9%,36.4%,47.6%,17.9%,13.0,9.2,-1.0,-0.8
2024 Cincinnati R16,W vs Shnaider,3.6,2.8,4.3,56.2%,52.0%,76.5%,40.0%,60.9%,17.6%,9.0,8.6,11.5,22.1
2024 Olympics R16,L vs Kerber,4.4,4.4,4.3,37.5%,48.8%,52.0%,33.3%,66.0%,24.6%,16.0,12.3,-4.0,-7.7
2024 Olympics R64,W vs Muchova,4.3,4.5,4.1,55.4%,56.7%,44.0%,45.5%,44.2%,18.0%,11.0,8.6,11.5,8.3
2024 Wimbledon R64,L vs Wozniacki,4.0,4.6,3.6,46.1%,55.8%,47.1%,60.0%,51.7%,17.4%,3.0,1.8,17.0,12.9
2024 Wimbledon R128,W vs Bronzetti,3.6,3.4,3.8,53.9%,71.4%,42.9%,20.0%,52.1%,23.3%,16.0,17.0,13.0,18.8
2024 Eastbourne F,L vs Kasatkina,4.5,5.3,4.0,40.0%,52.4%,48.1%,50.0%,56.0%,18.9%,6.0,3.8,-4.0,-3.8
2024 Rome R128,L vs Bogdan,4.4,4.7,4.0,37.1%,54.3%,58.3%,35.7%,49.8%,17.4%,-4.5,-4.4,11.5,12.8
2024 Doha QF,L vs Rybakina,3.6,3.5,3.7,43.4%,40.6%,57.1%,20.0%,47.2%,17.2%,1.5,1.9,-5.0,-6.9
2024 Doha R32,W vs Badosa,3.9,4.7,3.2,51.7%,47.7%,46.7%,70.0%,58.4%,16.8%,20.5,15.3,12.0,14.3
2024 United Cup RR,L vs Sakkari,4.8,5.5,4.2,43.6%,41.9%,51.9%,47.4%,50.0%,14.3%,12.5,7.7,2.5,1.7
Last 52 Weeks (4 matches),,3.5,3.6,3.5,54.9%,55.0%,56.6%,51.9%,48.4%,14.7%,6.1,7.5,8.3,11.0
Career (62 matches),,4.1,4.1,4.0,49.6%,51.6%,52.5%,49.2%,53.4%,15.9%,10.0,8.3,4.4,4.9
