Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,37,21,16,56.8%,47-39,54.7%,426-393,52.0%,6-5,54.5%,37,74.0%,29.7%,3.8%,5.0%,62.2%,67.7%,49.4%,60.8%,41.6%,51.0%,1.06
Clay,7,2,5,28.6%,5-10,33.3%,62-72,46.3%,0-1,0.0%,7,65.7%,27.3%,1.0%,4.9%,58.4%,62.7%,47.5%,56.4%,40.6%,49.0%,0.93
Grass,8,4,4,50.0%,8-9,47.1%,88-83,51.5%,1-4,20.0%,8,73.8%,30.5%,3.5%,4.5%,65.3%,66.8%,47.6%,60.1%,42.1%,51.3%,1.06
Grand Slams,7,3,4,42.9%,6-9,40.0%,64-68,48.5%,0-2,0.0%,7,71.2%,26.6%,2.8%,5.5%,61.5%,63.4%,49.4%,58.0%,41.4%,49.7%,0.99
Premiers,16,9,7,56.3%,19-16,54.3%,176-169,51.0%,5-4,55.6%,16,75.0%,26.8%,5.0%,5.6%,63.4%,68.3%,51.0%,62.0%,40.1%,50.9%,1.06
Internationals,13,10,3,76.9%,21-9,70.0%,165-122,57.5%,1-2,33.3%,13,77.9%,36.7%,2.7%,4.5%,63.7%,71.1%,48.1%,62.8%,45.0%,53.7%,1.21
Finals,2,2,0,100.0%,4-1,80.0%,29-13,69.0%,0-0,-,2,81.8%,55.0%,3.7%,4.4%,68.9%,72.0%,45.2%,63.7%,52.1%,58.2%,1.43
Semi-finals,3,2,1,66.7%,5-4,55.6%,45-44,50.6%,2-1,66.7%,3,77.3%,21.4%,5.3%,2.6%,66.9%,66.9%,58.0%,63.9%,38.5%,50.9%,1.07
Quarter-finals,4,3,1,75.0%,6-2,75.0%,47-40,54.0%,2-1,66.7%,4,78.0%,30.2%,3.5%,5.4%,66.9%,69.0%,50.0%,62.7%,43.5%,51.8%,1.17
vs Righties,45,23,22,51.1%,52-50,51.0%,503-473,51.5%,5-10,33.3%,45,74.0%,29.2%,3.5%,5.0%,61.7%,67.2%,49.6%,60.5%,41.4%,50.9%,1.05
vs Lefties,6,3,3,50.0%,6-7,46.2%,56-65,46.3%,2-0,100.0%,6,64.4%,26.7%,2.6%,5.0%,64.7%,64.1%,44.2%,57.1%,41.0%,49.1%,0.96
vs Top 10,6,1,5,16.7%,3-11,21.4%,61-82,42.7%,0-3,0.0%,6,65.2%,22.5%,4.1%,4.6%,61.9%,64.2%,42.9%,56.1%,37.7%,47.0%,0.86
