Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,3,1,2,33.3%,2020,2026,R32,14,0.98,2.2%,5.7%,63.0%,62.4%,50.0%,57.8%,41.2%,53.7%,36.7%
Roland Garros,6,Clay,16,10,6,62.5%,2,1,1,50.0%,2020,2025,QF,16,1.04,1.5%,6.1%,64.6%,62.7%,45.8%,56.7%,45.0%,60.8%,46.0%
Wimbledon,4,Grass,7,3,4,42.9%,1,0,1,0.0%,2021,2025,R64,7,1.01,4.6%,6.9%,62.2%,64.2%,47.2%,57.8%,42.6%,57.7%,41.2%
US Open,6,Hard,16,10,6,62.5%,8,5,3,62.5%,2020,2025,F,16,1.01,4.0%,4.9%,63.9%,66.6%,49.0%,60.3%,40.1%,65.0%,39.8%
Olympics,2,,5,3,2,60.0%,1,1,0,100.0%,2021,2024,R16,3,1.05,0.0%,4.0%,63.4%,52.8%,47.6%,50.9%,51.6%,46.7%,51.4%
Fed Cup,2,,3,1,2,33.3%,2,1,1,50.0%,2019,2020,,3,0.87,1.1%,3.9%,64.0%,57.0%,51.6%,55.1%,39.2%,33.3%,64.3%
Miami,6,Hard,10,4,6,40.0%,3,2,1,66.7%,2021,2026,R32,10,0.92,2.3%,4.8%,63.7%,61.8%,43.3%,55.1%,41.2%,52.9%,46.8%
Indian Wells,6,Hard,11,5,6,45.5%,5,2,3,40.0%,2021,2026,R16,11,0.97,3.3%,5.6%,61.1%,64.8%,47.3%,58.0%,40.8%,63.1%,35.1%
Dubai,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2023,2026,R32,7,0.96,4.7%,5.3%,61.7%,66.1%,44.2%,57.7%,40.7%,56.9%,40.8%
Doha,4,Hard,11,7,4,63.6%,1,1,0,100.0%,2023,2026,QF,11,1.05,4.1%,4.8%,64.7%,67.3%,48.5%,60.7%,41.2%,56.9%,47.8%
Abu Dhabi,4,Hard,10,6,4,60.0%,3,3,0,100.0%,2021,2026,QF,10,1.03,3.9%,8.2%,62.7%,64.3%,47.5%,58.0%,43.1%,54.8%,43.0%
Adelaide,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2025,2026,R32,4,1.09,6.5%,6.5%,64.3%,70.8%,45.5%,61.7%,41.9%,62.5%,39.4%
