Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Australian Open R128,L vs Tjen,75% (6/8),25% (2/8),0/0,0/0,43% (3/7),0/2,0/1,25% (1/4),0% (0/4)
2025 Hong Kong R16,W vs Lys,100% (8/8),50% (4/8),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2025 Osaka F,W vs Valentova,77% (10/13),44% (7/16),2/4,1/2,60% (6/10),1/2,0/0,- (0/0),- (0/0)
2025 Washington F,W vs Kalinskaya,47% (8/17),67% (4/6),2/6,1/3,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 Doha R16,L vs Anisimova,75% (3/4),0% (0/2),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2025 Doha R32,W vs Navarro,88% (7/8),71% (5/7),2/3,1/2,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2025 Australian Open R32,L vs Gauff,71% (5/7),100% (1/1),0/0,0/0,60% (6/10),2/4,0/1,- (0/0),- (0/0)
2024 Hong Kong SF,L vs Shnaider,80% (4/5),67% (2/3),0/0,0/0,38% (3/8),5/7,0/1,- (0/0),- (0/0)
2024 Tokyo R16,W vs Gracheva,85% (11/13),45% (5/11),2/3,1/2,80% (8/10),0/1,0/0,- (0/0),- (0/0)
2024 Wuhan R64,W vs Shnaider,44% (11/25),54% (7/13),2/6,1/1,43% (3/7),2/3,0/0,63% (5/8),25% (2/8)
2024 US Open R128,L vs Potapova,56% (9/16),32% (6/19),1/2,0/0,57% (8/14),3/5,0/1,- (0/0),- (0/0)
2024 Cincinnati R16,W vs Shnaider,89% (8/9),40% (4/10),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2024 Paris Olympics R16,L vs Kerber,38% (3/8),80% (4/5),0/0,0/0,42% (5/12),1/3,1/2,- (0/0),- (0/0)
2024 Paris Olympics R64,W vs Muchova,64% (9/14),44% (7/16),2/4,1/3,60% (6/10),1/2,0/0,- (0/0),- (0/0)
2024 Wimbledon R64,L vs Wozniacki,59% (10/17),29% (4/14),1/4,0/2,64% (7/11),2/4,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,W vs Bronzetti,69% (9/13),38% (3/8),2/4,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2024 Eastbourne F,L vs Kasatkina,45% (5/11),25% (2/8),0/0,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2024 Rome R128,L vs Bogdan,50% (4/8),17% (1/6),0/0,0/0,38% (3/8),1/3,0/1,- (0/0),- (0/0)
2024 Doha QF,L vs Rybakina,36% (4/11),33% (2/6),0/0,0/0,55% (6/11),1/3,0/1,- (0/0),- (0/0)
2024 Doha R32,W vs Badosa,73% (8/11),27% (4/15),2/2,1/1,56% (5/9),1/2,0/0,- (0/0),- (0/0)
2026 (1 matches),,75.0%,25.0%,-,-,42.9%,0.0%,0.0%,25.0%,0.0%
2025 (6 matches),,71.9%,52.5%,53.3%,50.0%,57.6%,44.4%,33.3%,-,-
2024 (15 matches),,59.9%,38.4%,48.5%,53.8%,55.7%,50.0%,20.0%,53.8%,16.7%
2023 (15 matches),,55.5%,39.6%,58.3%,64.3%,52.3%,34.8%,14.3%,55.6%,36.8%
2022 (11 matches),,59.4%,54.8%,61.9%,66.7%,63.0%,63.6%,76.2%,57.1%,47.6%
Career (91 matches),,59.3%,43.4%,55.6%,58.8%,55.7%,51.4%,53.2%,58.3%,44.1%
