Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),198,298,313,1455,277,1439,280,1420,201,1439,,,,
2025,161,369,303,1466,283,1436,251,1444,198,1444,,,,
2024,187,308,283,1470,304,1393,219,1472,218,1415,652,71,,
2023,254,237,313,1415,287,1406,302,1368,213,1402,,,,
2022,177,321,322,1416,318,1360,263,1427,,,,,,
2021,236,267,268,1466,285,1389,223,1464,210,1420,,,,
2020,206,304,214,1486,238,1405,193,1463,,,869,35,,
2019,237,200,253,1484,293,1398,205,1474,,,821,35,,
2018,523,10,,,,,,,,,546,24,,
2017,383,109,367,1223,,,331,1220,,,679,63,,
2016,602,51,,,,,,,,,645,79,,
2015,1427,4,,,,,,,,,907,40,,
2014,664,38,,,,,,,,,1200,18,,
2013,,,,,,,,,,,1405,10,,
