Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,3,0,3,0.0%,2,1,1,50.0%,2015,2022,Q1,2,0.85,2.3%,8.9%,67.1%,49.7%,41.4%,46.9%,45.1%,51.5%,41.4%
Roland Garros,5,Clay,6,1,5,16.7%,1,1,0,100.0%,2015,2023,Q2,5,0.82,0.9%,9.5%,66.5%,52.3%,36.4%,47.0%,43.6%,38.8%,45.7%
Wimbledon,3,Grass,4,1,3,25.0%,0,0,0,-,2015,2021,R128,2,0.67,0.9%,10.3%,67.5%,62.0%,28.9%,51.3%,32.5%,25.0%,37.5%
US Open,6,Hard,8,2,6,25.0%,4,2,2,50.0%,2014,2023,Q2,6,0.88,0.8%,7.0%,69.6%,55.9%,41.5%,51.5%,42.8%,43.4%,45.8%
Hong Kong,2,Hard,2,0,2,0.0%,0,0,0,-,2018,2025,Q1,2,0.73,2.0%,7.9%,67.3%,60.3%,48.5%,56.4%,32.0%,61.1%,25.0%
Istanbul,2,Clay,6,4,2,66.7%,2,2,0,100.0%,2016,2022,R32,6,1.05,0.2%,4.2%,73.1%,59.2%,50.0%,56.7%,45.5%,61.8%,45.8%
Doha,2,Hard,3,1,2,33.3%,0,0,0,-,2016,2022,Q2,3,0.83,0.0%,4.0%,67.6%,53.0%,42.9%,49.7%,41.6%,42.9%,50.0%
Bogota,4,Clay,6,2,4,33.3%,3,2,1,66.7%,2014,2021,R32,4,0.85,0.4%,9.3%,60.2%,51.3%,37.9%,45.9%,45.8%,43.9%,48.5%
St. Petersburg,2,Hard,2,0,2,0.0%,0,0,0,-,2020,2021,Q1,2,0.71,0.8%,7.1%,78.0%,52.5%,28.6%,47.2%,37.5%,26.7%,38.5%
Prague,2,Clay,7,5,2,71.4%,1,1,0,100.0%,2018,2020,QF,7,1.12,0.9%,5.2%,72.8%,63.2%,38.8%,56.6%,48.6%,61.7%,45.5%
