Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,25,12,13,48.0%,27-29,48.2%,257-261,49.6%,2-5,28.6%,0,,,,,,,,,,,,F (W35 Braunschweig)
2023,23,13,10,56.5%,30-24,55.6%,248-253,49.5%,5-1,83.3%,0,,,,,,,,,,,,SF (W25 Sharm ElSheikh)
2022,28,20,8,71.4%,42-20,67.7%,320-248,56.3%,5-1,83.3%,0,,,,,,,,,,,,W (W25 Anapoima)
2021,23,12,11,52.2%,24-25,49.0%,231-218,51.4%,0-3,0.0%,0,,,,,,,,,,,,F (2x)
2020,13,10,3,76.9%,21-7,75.0%,151-95,61.4%,1-0,100.0%,5,71.1%,47.8%,1.0%,4.0%,73.9%,62.9%,38.5%,56.5%,49.9%,53.0%,1.15,F (W25 Potchefstroom)
2019,55,35,20,63.6%,75-46,62.0%,608-481,55.8%,5-7,41.7%,0,,,,,,,,,,,,W (W25 Hilton Head Island SC)
2018,39,20,19,51.3%,43-41,51.2%,397-353,52.9%,1-3,25.0%,1,55.6%,11.1%,0.0%,3.3%,60.7%,54.1%,54.2%,54.1%,33.3%,43.5%,0.73,W (Solapur $25K)
2017,35,22,13,62.9%,47-30,61.0%,372-327,53.2%,5-3,62.5%,0,,,,,,,,,,,,W (Podgorica $25K)
2016,17,8,9,47.1%,18-19,48.6%,160-181,46.9%,6-1,85.7%,0,,,,,,,,,,,,W (Surbiton $50K)
2015,28,11,17,39.3%,29-35,45.3%,291-307,48.7%,4-1,80.0%,0,,,,,,,,,,,,QF (3x)
2014,59,38,21,64.4%,81-59,57.9%,706-591,54.4%,9-5,64.3%,2,-,-,1.3%,7.7%,62.2%,58.8%,37.3%,50.6%,46.1%,48.5%,0.93,W (Mumbai 25K)
2013,49,25,24,51.0%,54-55,49.5%,502-517,49.3%,3-7,30.0%,0,,,,,,,,,,,,SF (2x)
2012,33,13,20,39.4%,29-44,39.7%,311-365,46.0%,4-3,57.1%,0,,,,,,,,,,,,SF (Rebecq 25K)
2011,38,21,17,55.3%,46-38,54.8%,389-352,52.5%,0-3,0.0%,0,,,,,,,,,,,,F (Saransk 50K)
2010,21,10,11,47.6%,23-24,48.9%,211-226,48.3%,3-0,100.0%,0,,,,,,,,,,,,SF (Rotterdam 10K)
2009,21,4,17,19.0%,10-36,21.7%,162-246,39.7%,1-3,25.0%,0,,,,,,,,,,,,R16 (4x)
2008,36,17,19,47.2%,40-43,48.2%,395-387,50.5%,3-6,33.3%,0,,,,,,,,,,,,W (Limoges 10K)
2007,27,15,12,55.6%,34-30,53.1%,313-286,52.3%,2-5,28.6%,0,,,,,,,,,,,,SF (2x)
2006,4,2,2,50.0%,5-5,50.0%,49-49,50.0%,2-0,100.0%,0,,,,,,,,,,,,QF (Dusseldorf 10K)
Career,574,308,266,53.7%,678-610,52.6%,6073-5743,51.4%,61-57,51.7%,8,68.5%,41.8%,1.0%,5.0%,68.8%,60.8%,40.4%,54.5%,47.0%,50.6%,1.03,
