Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,5,5,0,100.0%,10-3,76.9%,77-57,57.5%,2-2,50.0%,0,,,,,,,,,,,,W (Hua Hin)
2013,6,3,3,50.0%,7-9,43.8%,75-77,49.3%,1-1,50.0%,0,,,,,,,,,,,,QF (Ningbo)
2012,10,9,1,90.0%,19-4,82.6%,127-80,61.4%,1-0,100.0%,0,,,,,,,,,,,,W (Poza Rica 25K)
2011,6,3,3,50.0%,7-4,63.6%,55-47,53.9%,2-0,100.0%,0,,,,,,,,,,,,QF (Taipei 100K)
2010,3,2,1,66.7%,5-3,62.5%,39-34,53.4%,1-0,100.0%,0,,,,,,,,,,,,QF (Cagnes Sur Mer 100K)
2009,5,2,3,40.0%,4-6,40.0%,40-45,47.1%,0-0,-,0,,,,,,,,,,,,R16 (2x)
2008,12,9,3,75.0%,17-7,70.8%,131-85,60.6%,0-1,0.0%,0,,,,,,,,,,,,W (Monterrey 100K)
2006,24,18,6,75.0%,38-15,71.7%,290-210,58.0%,4-1,80.0%,0,,,,,,,,,,,,W (Amiens 10K)
2005,16,10,6,62.5%,24-14,63.2%,189-145,56.6%,1-1,50.0%,0,,,,,,,,,,,,F (Bolton 25K)
2004,5,2,3,40.0%,4-7,36.4%,45-54,45.5%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2003,12,8,4,66.7%,16-12,57.1%,133-122,52.2%,1-0,100.0%,0,,,,,,,,,,,,W (Warsaw 10K)
2002,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Trencianske Teplice 10K)
Career,105,71,34,67.6%,151-86,63.7%,1209-969,55.5%,13-8,61.9%,0,,,,,,,,,,,,
