Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Roland Garros R128,L vs Svitolina,0.90,0.72,55.2,2.8,0.0%,57.1%,0.0%,54.2%,27.8%,43.8%
2017 Nurnberg R16,W vs Maria,1.33,1.53,43.0,2.0,0.0%,63.6%,3.2%,58.1%,40.0%,50.0%
2017 Nurnberg R32,W vs Zaja,1.03,1.23,61.5,17.5,6.4%,63.8%,9.1%,61.4%,43.6%,45.3%
2017 Rome R64,L vs Williams,1.04,0.77,60.6,2.8,2.7%,45.9%,0.0%,54.3%,38.2%,35.5%
2017 Madrid R64,L vs Kuznetsova,0.87,0.63,46.9,2.0,3.6%,53.6%,0.0%,52.0%,28.6%,40.0%
2017 Rabat R16,L vs Maria,0.89,0.65,48.6,2.1,3.4%,48.3%,0.0%,59.3%,23.3%,46.2%
2017 Rabat R32,W vs Krunic,0.99,1.34,64.0,2.2,3.0%,60.6%,3.1%,68.8%,46.2%,50.0%
2017 Fed Cup RR,L vs Abanda,0.78,0.71,52.1,2.3,3.8%,50.0%,0.0%,64.0%,36.1%,42.9%
2017 Miami R64,L vs Pavlyuchenkova,1.03,0.75,55.0,6.4,0.0%,53.1%,4.3%,51.1%,33.3%,36.6%
2017 Miami R128,W vs Jankovic,1.03,1.15,87.9,8.8,1.9%,57.7%,4.1%,67.3%,36.7%,48.1%
2017 Indian Wells R128,L vs Lepchenko,1.02,0.84,74.4,6.0,2.4%,56.1%,0.0%,54.1%,40.0%,33.3%
2017 Dubai R64,L vs Puig,0.97,0.82,63.9,2.7,8.5%,57.4%,6.8%,61.4%,37.0%,31.8%
2017 St. Petersburg R32,L vs Vikhlyantseva,0.67,0.62,41.1,2.2,3.8%,61.5%,4.2%,66.7%,36.7%,29.6%
2017 Australian Open R128,L vs Begu,0.95,0.86,64.6,4.0,4.3%,61.7%,0.0%,61.9%,24.1%,45.8%
2017 Sydney Q1,L vs Broady,0.94,0.57,42.1,2.2,3.8%,50.0%,0.0%,56.5%,26.7%,30.8%
2016 Tianjin R32,L vs Osaka,0.85,0.48,41.7,2.3,11.5%,50.0%,0.0%,65.0%,23.1%,26.1%
2016 Beijing QF,L vs Radwanska,1.06,0.69,44.9,2.4,3.6%,32.1%,3.8%,42.3%,37.9%,44.4%
2016 Beijing R16,W vs Cornet,1.13,1.36,50.1,2.4,0.0%,55.0%,2.7%,64.9%,51.6%,44.8%
2016 Beijing R32,W vs Bencic,1.24,1.25,60.5,2.5,8.9%,62.2%,2.4%,53.7%,48.6%,34.5%
2016 Beijing R64,W vs Suarez Navarro,0.98,1.79,39.9,2.2,8.3%,75.0%,9.5%,66.7%,47.1%,58.8%
2017 (15 matches),,0.97,0.88,59.9,2.9,3.3%,56.5%,2.8%,59.5%,34.9%,41.0%
2016 (43 matches),,1.02,1.04,55.5,2.5,4.9%,56.6%,4.3%,58.7%,42.7%,43.8%
2015 (23 matches),,1.03,1.04,63.5,3.2,5.3%,57.4%,4.4%,57.2%,41.4%,45.3%
2014 (27 matches),,1.02,1.03,58.0,2.8,4.1%,58.6%,3.6%,54.6%,42.4%,45.7%
2013 (30 matches),,1.01,1.01,58.3,2.8,3.1%,55.1%,2.4%,53.5%,44.5%,46.6%
Career (164 matches),,1.01,1.02,58.5,2.8,4.5%,57.1%,3.7%,56.9%,42.3%,44.8%
