Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2020 Doha R64,L vs Siegemund,10.6%,20.0%,19.4%,42.9%,8.9%,20.0%,0.0%,15.2%,22.2%,3.4%,80.0%,112,73
2016 Beijing R32,W vs Bencic,0.0%,-,5.3%,62.5%,24.1%,29.4%,0.0%,8.4%,37.5%,0.0%,-,108,118
2016 Wuhan R16,L vs Halep,0.0%,-,14.7%,68.8%,13.6%,19.0%,100.0%,8.3%,22.2%,0.0%,-,160,136
2016 US Open R32,W vs Zhang,1.7%,0.0%,15.7%,89.5%,12.8%,26.1%,100.0%,12.7%,27.8%,0.0%,-,82,88
2016 Wimbledon R16,W vs Safarova,0.0%,-,6.8%,77.8%,12.2%,7.7%,0.0%,21.1%,75.0%,0.7%,0.0%,44,82
2016 Wimbledon R32,W vs Lisicki,0.0%,-,7.9%,80.0%,9.8%,20.0%,0.0%,16.7%,33.3%,1.4%,100.0%,53,60
2016 Indian Wells R32,L vs Gibbs,1.8%,100.0%,11.8%,61.5%,10.7%,16.7%,100.0%,10.3%,0.0%,0.6%,0.0%,138,119
2016 Dubai R32,W vs Vinci,2.9%,66.7%,13.3%,75.0%,20.7%,27.6%,0.0%,17.2%,46.2%,0.0%,-,160,103
2015 Bogota F,L vs Pereira,0.0%,-,8.7%,90.9%,22.4%,40.0%,0.0%,9.8%,37.5%,1.0%,0.0%,204,137
2015 Brisbane R32,W vs Lisicki,0.0%,-,6.4%,63.6%,20.6%,38.1%,0.0%,9.0%,18.2%,1.5%,33.3%,17,24
2014 sHertogenbosch R32,W vs Cibulkova,0.0%,-,3.6%,100.0%,14.3%,21.4%,0.0%,12.5%,16.7%,0.6%,0.0%,220,208
2012 Wimbledon R16,L vs Williams,0.0%,-,4.8%,75.0%,15.2%,58.3%,0.0%,19.4%,57.1%,0.5%,0.0%,72,65
2012 Wimbledon R32,W vs Errani,7.9%,66.7%,16.3%,71.4%,30.0%,22.2%,0.0%,25.0%,54.5%,0.0%,-,183,180
2010 Tokyo R32,L vs Dementieva,11.1%,50.0%,11.1%,37.5%,4.3%,20.0%,0.0%,10.8%,37.5%,0.0%,-,104,89
Career (14 matches),,1.9%,47.1%,9.7%,70.2%,16.1%,26.5%,50.0%,13.6%,35.3%,0.7%,43.8%,119,104
