Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2020 Doha R64,L vs Siegemund,3.5,3.0,3.8,38.5%,56.7%,18.2%,0.0%,62.6%,12.7%,-9.5,-10.9,4.5,9.4
2016 Beijing R32,W vs Bencic,3.1,3.3,2.8,54.6%,47.2%,41.7%,40.0%,46.6%,3.0%,11.0,12.9,-10.0,-10.2
2016 Wuhan R16,L vs Halep,3.6,3.7,3.4,41.8%,37.0%,50.0%,33.3%,48.5%,6.0%,-2.5,-3.3,-16.5,-21.7
2016 US Open R32,W vs Zhang,4.1,3.9,4.3,57.9%,55.6%,50.0%,88.9%,51.7%,7.0%,0.5,0.5,10.5,11.3
2016 Wimbledon R16,W vs Safarova,2.9,2.8,2.9,52.7%,60.6%,50.0%,100.0%,44.0%,7.1%,1.0,1.7,9.5,12.7
2016 Wimbledon R32,W vs Lisicki,2.8,3.1,2.5,57.8%,60.0%,85.7%,25.0%,55.8%,11.5%,4.0,5.3,6.5,12.3
2016 Indian Wells R32,L vs Gibbs,3.5,3.8,3.2,43.1%,34.8%,44.4%,66.7%,48.1%,6.1%,0.5,0.7,-10.0,-13.2
2016 Dubai R32,W vs Vinci,3.8,3.9,3.6,47.5%,64.9%,56.3%,66.7%,37.9%,2.9%,4.0,3.9,18.5,11.3
2015 Bogota F,L vs Pereira,3.8,3.9,3.7,40.0%,39.5%,50.0%,57.1%,46.6%,1.8%,0.5,0.5,-3.5,-3.3
2015 Brisbane R32,W vs Lisicki,3.1,3.4,2.8,47.4%,41.0%,61.5%,40.0%,48.5%,7.9%,12.0,12.9,-5.0,-5.5
2014 sHertogenbosch R32,W vs Cibulkova,2.7,2.8,2.6,57.1%,36.4%,42.9%,50.0%,51.7%,7.1%,-6.5,-7.5,1.0,1.3
2012 Wimbledon R16,L vs Williams,3.1,3.0,3.3,43.0%,42.9%,61.1%,60.0%,43.3%,6.1%,2.0,2.4,13.0,12.3
2012 Wimbledon R32,W vs Errani,3.4,3.0,3.9,68.8%,70.0%,71.4%,0.0%,43.4%,0.0%,10.0,21.7,14.5,24.2
2010 Tokyo R32,L vs Dementieva,3.2,2.9,3.5,27.1%,33.3%,50.0%,0.0%,38.3%,5.2%,-3.5,-10.3,-12.0,-23.1
Career (14 matches),,3.3,3.3,3.3,49.1%,49.5%,51.9%,54.1%,47.4%,5.6%,1.7,2.1,1.5,1.8
