Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2020 Doha R64,L vs Siegemund,16.3%,30.6%,38.5%,17.6%,35.3%,39.3%,64.7%,58.8%,33.3%,15.4%,23.1%,36.4%,25.0%,44.4%,100.0%,35
2016 Beijing R32,W vs Bencic,25.6%,34.9%,50.0%,29.1%,41.8%,53.8%,50.0%,20.7%,33.3%,26.1%,30.4%,41.2%,0.0%,35.7%,50.0%,104
2016 Wuhan R16,L vs Halep,19.0%,30.2%,43.8%,17.9%,30.8%,46.9%,70.0%,31.6%,25.0%,23.8%,33.3%,37.5%,66.7%,33.3%,50.0%,47
2016 US Open R32,W vs Zhang,24.6%,41.0%,59.5%,29.0%,54.8%,68.2%,60.0%,56.3%,100.0%,23.1%,30.8%,50.0%,38.5%,30.8%,33.3%,57
2016 Wimbledon R16,W vs Safarova,47.1%,52.9%,52.0%,57.9%,60.5%,56.3%,61.1%,50.0%,-,18.2%,36.4%,44.4%,100.0%,16.7%,-,58
2016 Wimbledon R32,W vs Lisicki,31.3%,40.6%,60.5%,40.0%,57.1%,71.4%,38.9%,47.1%,100.0%,26.1%,26.1%,47.1%,14.3%,50.0%,-,119
2016 Indian Wells R32,L vs Gibbs,21.7%,28.3%,35.6%,33.3%,38.9%,37.5%,55.6%,61.1%,57.1%,4.5%,13.6%,33.3%,0.0%,58.3%,66.7%,-71
2016 Dubai R32,W vs Vinci,13.3%,27.6%,51.2%,14.3%,28.6%,55.0%,10.5%,43.8%,55.6%,13.3%,30.0%,42.3%,15.4%,58.8%,75.0%,13
2015 Bogota F,L vs Pereira,14.5%,24.6%,38.2%,16.3%,25.6%,38.9%,47.4%,54.2%,100.0%,13.6%,27.3%,36.8%,64.3%,25.0%,0.0%,14
2015 Brisbane R32,W vs Lisicki,27.9%,36.0%,41.0%,32.8%,41.0%,46.3%,6.3%,34.5%,50.0%,16.7%,25.0%,30.0%,28.6%,17.6%,0.0%,-56
2014 sHertogenbosch R32,W vs Cibulkova,37.0%,46.7%,37.5%,41.3%,54.0%,43.2%,25.0%,25.7%,25.0%,29.6%,33.3%,26.3%,20.0%,33.3%,50.0%,-21
2012 Wimbledon R16,L vs Williams,24.7%,39.5%,49.1%,37.2%,53.5%,51.9%,33.3%,72.7%,100.0%,12.5%,28.1%,46.4%,64.7%,60.0%,-,2
2012 Wimbledon R32,W vs Errani,36.4%,47.7%,61.5%,35.7%,46.4%,55.6%,30.8%,60.0%,0.0%,42.9%,57.1%,75.0%,71.4%,57.1%,100.0%,47
2010 Tokyo R32,L vs Dementieva,13.9%,22.2%,24.0%,10.0%,25.0%,22.2%,54.5%,22.2%,25.0%,30.0%,30.0%,28.6%,66.7%,0.0%,0.0%,97
Career (14 matches),,25.0%,35.9%,45.8%,29.7%,42.3%,48.9%,38.8%,44.0%,51.9%,20.1%,29.5%,40.3%,39.7%,40.1%,46.2%,78
