Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2020 Doha R64,L vs Siegemund,76.3%,46.7%,13.6%,3/5,2.40,2.6%,76.0%,42.1%,10.0%,2.16,3.7%,77.8%,71.4%,33.3%,3.02,0.0%
2016 Beijing R32,W vs Bencic,59.4%,50.0%,1.6%,1/0,2.42,12.5%,51.7%,46.7%,3.4%,2.33,17.9%,85.2%,52.2%,0.0%,2.62,0.0%
2016 Wuhan R16,L vs Halep,73.9%,23.5%,2.2%,1/0,2.47,0.0%,84.6%,18.2%,3.8%,2.59,0.0%,75.0%,33.3%,0.0%,2.24,0.0%
2016 US Open R32,W vs Zhang,76.7%,65.2%,3.3%,1/1,2.05,4.9%,79.1%,64.7%,0.0%,1.99,4.8%,75.0%,66.7%,12.5%,2.13,5.0%
2016 Wimbledon R16,W vs Safarova,70.7%,53.4%,2.4%,2/0,2.48,4.2%,68.0%,50.0%,2.0%,2.62,0.0%,88.9%,58.3%,3.7%,2.23,11.1%
2016 Wimbledon R32,W vs Lisicki,54.8%,70.6%,0.0%,0/0,2.48,5.4%,47.1%,75.0%,0.0%,2.26,10.0%,85.7%,66.7%,0.0%,2.74,0.0%
2016 Indian Wells R32,L vs Gibbs,68.0%,50.0%,0.0%,0/0,2.25,15.6%,68.8%,36.4%,0.0%,2.08,25.0%,70.6%,75.0%,0.0%,2.44,4.8%
2016 Dubai R32,W vs Vinci,68.4%,67.3%,9.2%,4/3,2.64,73.3%,74.4%,59.4%,11.6%,2.54,80.0%,76.9%,80.0%,7.7%,2.87,57.7%
2015 Bogota F,L vs Pereira,69.0%,50.0%,3.4%,1/1,2.31,0.0%,67.4%,51.7%,0.0%,2.38,0.0%,84.6%,45.5%,15.4%,2.16,0.0%
2015 Brisbane R32,W vs Lisicki,65.5%,49.1%,9.2%,3/5,2.57,1.6%,62.0%,45.2%,8.0%,2.37,2.4%,78.8%,53.8%,12.1%,2.97,0.0%
2014 sHertogenbosch R32,W vs Cibulkova,69.7%,50.9%,6.6%,1/4,2.35,11.3%,74.5%,42.1%,5.9%,2.35,14.3%,83.3%,73.3%,11.1%,2.34,5.6%
2012 Wimbledon R16,L vs Williams,63.1%,47.2%,11.9%,4/6,2.75,0.0%,52.8%,46.4%,9.4%,2.51,0.0%,89.3%,48.0%,17.9%,2.99,0.0%
2012 Wimbledon R32,W vs Errani,85.7%,72.2%,2.4%,1/0,2.33,19.2%,93.5%,65.5%,3.2%,2.06,27.8%,70.0%,100.0%,0.0%,2.94,0.0%
2010 Tokyo R32,L vs Dementieva,75.0%,33.3%,5.6%,1/1,2.53,0.0%,78.3%,33.3%,4.3%,2.46,0.0%,90.0%,33.3%,10.0%,2.73,0.0%
Career (14 matches),,68.8%,52.7%,5.6%,46.9%,2.45,14.6%,69.2%,48.7%,4.8%,2.36,18.4%,81.5%,59.7%,8.1%,2.60,8.0%
