Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2017 Roland Garros R128,L vs Svitolina,96.7,102.4,9.1,107.3,101.4,113,81,81.5,7.9,94.5,81.0,97,72
2016 US Open R16,L vs Williams,99.1,107.5,6.5,110.7,106.7,115,84,83.9,4.3,86.0,85.8,92,75
2016 US Open R32,W vs Zhang,96.2,105.7,8.5,112.4,101.7,118,84,84.9,6.3,83.0,89.7,96,71
2016 Wimbledon QF,L vs Williams,101.8,109.4,5.6,112.6,106.9,119,97,88.6,7.0,97.7,82.0,106,75
2016 Wimbledon R16,W vs Safarova,103.9,108.9,5.1,112.0,106.4,116,93,89.9,6.3,94.8,89.0,105,82
2016 Roland Garros R128,L vs Kuznetsova,97.5,102.8,8.7,,,114,76,81.6,6.6,,,95,65
2016 Australian Open R64,L vs Keys,96.9,102.1,7.4,,,114,83,85.9,6.0,,,101,74
2015 Roland Garros R128,L vs Ivanovic,98.9,100.9,8.3,,,115,74,92.8,6.6,,,109,79
2015 Australian Open R32,L vs Peng,95.1,100.1,7.6,,,116,80,83.3,5.5,,,96,71
2015 Australian Open R64,W vs Puig,98.4,102.6,7.2,,,114,83,85.7,4.0,,,93,79
2015 Australian Open R128,W vs Safarova,95.6,99.2,6.3,,,113,83,86.4,5.1,,,95,75
2014 Wimbledon R16,L vs Lisicki,101.3,109.2,5.6,,,117,86,85.8,5.6,,,103,75
2014 Roland Garros R64,L vs Parmentier,92.9,96.9,10.0,,,113,78,83.2,6.1,,,100,70
2013 US Open R32,L vs Williams,94.4,,,,,115,,,,,,,77
2012 US Open R64,L vs Vinci,94.5,,,,,120,,,,,,,69
2012 US Open R128,W vs King,97.8,,,,,123,,,,,,,75
2012 Wimbledon R16,L vs Williams,95.8,,,,,116,,,,,,,76
2012 Wimbledon R32,W vs Errani,99.6,,,,,119,,,,,,,74
2012 Roland Garros R16,W vs Li,88.6,,,,,119,,,,,,,67
2012 Roland Garros R32,W vs Suarez Navarro,86.0,,,,,116,,,,,,,64
Career (21 matches),,96.3,103.2,7.3,111.1,104.7,123,74,85.7,5.9,92.2,86.4,109,64
