Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1997 Australian Open SF,L vs Hingis,1.9%,0.0%,12.3%,73.3%,8.7%,21.1%,0.0%,3.8%,10.0%,0.7%,50.0%,-44,-49
1994 Sydney F,L vs Date Krumm,3.7%,50.0%,8.6%,60.0%,5.6%,11.1%,0.0%,7.8%,5.9%,1.6%,25.0%,-3,-5
1993 Roland Garros F,L vs Graf,1.0%,0.0%,15.7%,63.6%,9.0%,8.3%,13.3%,6.7%,29.6%,1.4%,16.7%,6,-5
1993 Roland Garros SF,W vs Sanchez Vicario,0.0%,-,16.8%,64.7%,4.9%,8.3%,25.0%,5.2%,5.0%,1.8%,50.0%,-75,-93
1992 Australian Open F,L vs Seles,0.0%,-,14.8%,72.2%,8.5%,17.4%,0.0%,1.5%,0.0%,1.6%,25.0%,-24,-35
1992 Australian Open SF,W vs Sabatini,5.9%,66.7%,32.0%,74.2%,14.3%,28.6%,0.0%,6.2%,15.4%,0.4%,0.0%,-50,-77
1991 Wimbledon SF,L vs Graf,3.8%,50.0%,17.3%,31.8%,9.1%,23.8%,0.0%,10.6%,44.4%,0.5%,0.0%,-58,-35
1991 Australian Open SF,L vs Seles,0.0%,-,14.6%,75.8%,10.9%,24.6%,4.8%,6.3%,21.7%,1.8%,30.0%,-14,-22
1990 US Open SF,L vs Sabatini,0.9%,0.0%,22.8%,63.5%,14.3%,19.8%,0.0%,6.0%,10.0%,0.2%,0.0%,-22,-32
1990 Australian Open F,L vs Graf,0.0%,-,7.9%,50.0%,5.9%,4.4%,0.0%,5.3%,25.0%,0.7%,0.0%,-38,-40
1989 Roland Garros SF,L vs Sanchez Vicario,0.0%,-,23.1%,55.6%,8.2%,28.0%,0.0%,4.7%,15.0%,0.5%,0.0%,-25,-44
Career (11 matches),,1.3%,40.0%,16.8%,63.4%,9.6%,17.7%,4.9%,5.7%,16.2%,1.1%,25.6%,-28,-37
