Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1997 Australian Open SF,L vs Hingis,5.4,5.5,5.3,48.0%,34.3%,46.2%,41.7%,46.1%,7.9%,-2.5,-2.0,-5.0,-3.7
1994 Sydney F,L vs Date Krumm,4.9,4.4,5.4,46.9%,38.9%,44.4%,38.5%,49.2%,9.5%,-7.5,-6.7,-2.5,-2.2
1993 Roland Garros F,L vs Graf,4.8,5.3,4.4,47.6%,41.1%,48.1%,54.2%,41.7%,14.4%,-4.5,-2.6,-2.5,-1.2
1993 Roland Garros SF,W vs Sanchez Vicario,7.5,7.7,7.2,64.3%,56.5%,47.8%,63.0%,40.2%,3.5%,5.0,4.0,6.0,3.1
1992 Australian Open F,L vs Seles,4.8,5.3,4.5,46.3%,31.6%,50.0%,50.0%,54.2%,13.2%,-10.0,-8.0,-1.5,-1.5
1992 Australian Open SF,W vs Sabatini,6.0,6.1,5.9,58.5%,72.0%,50.0%,63.2%,47.4%,7.4%,11.5,10.8,4.5,4.2
1991 Wimbledon SF,L vs Graf,4.3,4.0,4.6,48.5%,40.6%,44.4%,18.2%,52.3%,47.2%,0.5,0.5,-1.0,-1.9
1991 Australian Open SF,L vs Seles,5.7,5.8,5.5,52.6%,53.1%,58.1%,36.1%,44.5%,13.6%,15.0,6.4,-1.5,-0.6
1990 US Open SF,L vs Sabatini,5.1,5.1,5.1,53.5%,44.8%,43.6%,43.5%,62.0%,9.0%,18.0,6.8,-2.5,-1.6
1990 Australian Open F,L vs Graf,4.9,6.6,3.2,40.3%,51.7%,38.9%,66.7%,56.5%,24.8%,-5.5,-3.9,4.0,4.6
1989 Roland Garros SF,L vs Sanchez Vicario,6.9,6.9,6.9,40.5%,34.5%,38.5%,48.0%,36.0%,5.1%,-0.5,-0.4,-6.5,-3.0
Career (11 matches),,5.4,5.6,5.2,49.4%,44.7%,46.5%,48.3%,47.8%,12.6%,1.8,1.2,-0.8,-0.5
