Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1999,38,742,20,1998,23,1903,20,1914,28,1768,,,,
1998,77,350,46,1860,29,1843,27,1872,,,,,,
1997,10,2114,12,2094,10,2032,12,1999,10,1889,,,,
1996,16,1212,17,1997,15,1925,12,1978,9,1884,,,,
1995,8,136,11,2098,9,2043,12,1991,6,1903,,,,
1994,14,81,13,2056,10,1987,8,2012,12,1851,,,,
1993,7,138,17,2036,14,1982,8,2057,13,1895,,,,
1992,6,120,7,2194,7,2112,8,2079,7,1999,,,,
1991,8,100,9,2137,8,2030,9,2001,7,1978,,,,
1990,4,147,6,2179,8,2037,8,2035,6,1980,,,,
1989,12,71,10,2049,14,1896,12,1949,9,1898,,,,
1988,15,46,14,1986,15,1872,15,1889,13,1878,,,,
1987,20,34,14,1981,15,1856,13,1896,16,1787,,,,
1986,27,26,42,1826,39,1727,18,1840,51,1665,,,,
1985,99,,94,1674,68,1636,105,1569,,,,,,
