Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,296,206,90,69.6%,415-207,66.7%,3111-2333,57.1%,25-24,51.0%,0,,,,,,,,,,,
Clay,166,114,52,68.7%,230-113,67.1%,1760-1298,57.6%,20-15,57.1%,0,,,,,,,,,,,
Grass,77,55,22,71.4%,106-47,69.3%,764-563,57.6%,7-5,58.3%,0,,,,,,,,,,,
Carpet,89,52,37,58.4%,106-80,57.0%,882-753,53.9%,5-5,50.0%,0,,,,,,,,,,,
Grand Slams,189,141,48,74.6%,286-128,69.1%,2143-1541,58.2%,19-8,70.4%,0,,,,,,,,,,,
Premiers,4,3,1,75.0%,4-2,66.7%,27-18,60.0%,2-0,100.0%,0,,,,,,,,,,,
Internationals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,
Finals,16,7,9,43.8%,14-20,41.2%,135-160,45.8%,1-1,50.0%,0,,,,,,,,,,,
Semi-finals,56,16,40,28.6%,41-80,33.9%,481-607,44.2%,0-4,0.0%,0,,,,,,,,,,,
Quarter-finals,96,56,40,58.3%,117-87,57.4%,987-885,52.7%,8-12,40.0%,0,,,,,,,,,,,
vs Righties,414,265,149,64.0%,535-324,62.3%,4205-3439,55.0%,35-35,50.0%,0,,,,,,,,,,,
vs Lefties,45,19,26,42.2%,41-55,42.7%,386-433,47.1%,3-3,50.0%,0,,,,,,,,,,,
vs Top 10,140,42,98,30.0%,96-202,32.2%,1136-1543,42.4%,7-14,33.3%,0,,,,,,,,,,,
