Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,49,39,10,79.6%,6,5,1,83.3%,1989,1999,F,0,,,,,,,,,,
Roland Garros,13,Clay,51,38,13,74.5%,12,6,6,50.0%,1999,1999,F,0,,,,,,,,,,
Wimbledon,12,Grass,43,31,12,72.1%,3,3,0,100.0%,1986,1999,SF,0,,,,,,,,,,
US Open,13,Hard,46,33,13,71.7%,6,5,1,83.3%,1985,1999,SF,0,,,,,,,,,,
Olympics,1,,5,4,1,80.0%,1,1,0,100.0%,1992,1992,SF,0,,,,,,,,,,
Wightman Cup,1,Carpet,2,2,0,100.0%,0,0,0,-,1989,1989,W,0,,,,,,,,,,
Fed Cup,5,,20,12,8,60.0%,3,2,1,66.7%,1991,1997,,0,,,,,,,,,,
Key Biscayne,11,Hard,40,29,11,72.5%,7,3,4,42.9%,1985,1999,SF,0,,,,,,,,,,
Eastbourne,10,Grass,34,24,10,70.6%,9,4,5,44.4%,1986,1997,F,0,,,,,,,,,,
Filderstadt,9,Hard,26,18,8,69.2%,5,2,3,40.0%,1988,1999,W,0,,,,,,,,,,
Sydney,8,Hard,26,18,8,69.2%,7,2,5,28.6%,1989,1999,F,0,,,,,,,,,,
Berlin,8,Clay,25,18,7,72.0%,7,3,4,42.9%,1988,1999,W,0,,,,,,,,,,
Boca Raton,7,Hard,23,16,7,69.6%,3,2,1,66.7%,1986,1992,SF,0,,,,,,,,,,
