Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1997 Australian Open SF,L vs Hingis,85.3%,48.3%,2.9%,1/1,2.50,2.3%,82.6%,44.7%,2.2%,2.34,3.0%,100.0%,55.0%,5.0%,2.99,0.0%
1994 Sydney F,L vs Date Krumm,84.5%,46.9%,3.4%,2/0,2.74,0.0%,88.9%,46.9%,0.0%,2.59,0.0%,81.0%,47.1%,9.5%,3.02,0.0%
1993 Roland Garros F,L vs Graf,80.6%,47.1%,1.9%,1/1,2.10,62.5%,82.9%,44.8%,2.9%,2.06,85.7%,85.3%,51.7%,0.0%,2.17,8.3%
1993 Roland Garros SF,W vs Sanchez Vicario,89.6%,60.5%,0.0%,0/0,2.60,8.0%,93.9%,58.1%,0.0%,2.47,11.4%,92.3%,66.7%,0.0%,2.91,0.0%
1992 Australian Open F,L vs Seles,77.3%,49.0%,4.5%,0/3,1.95,4.3%,85.4%,48.8%,4.2%,1.83,7.1%,71.4%,50.0%,7.1%,2.13,0.0%
1992 Australian Open SF,W vs Sabatini,69.6%,68.8%,0.0%,0/0,1.95,46.2%,95.5%,66.7%,0.0%,1.98,58.6%,78.6%,72.7%,0.0%,1.84,10.0%
1991 Wimbledon SF,L vs Graf,82.2%,51.7%,6.8%,3/2,2.65,54.1%,86.8%,50.0%,5.7%,2.76,80.0%,70.0%,57.1%,10.0%,2.40,0.0%
1991 Australian Open SF,L vs Seles,82.1%,51.7%,1.9%,0/2,2.35,6.1%,86.3%,52.2%,1.3%,2.15,9.7%,81.8%,50.0%,4.5%,2.69,0.0%
1990 US Open SF,L vs Sabatini,84.2%,46.9%,4.4%,3/2,2.35,87.0%,84.4%,43.1%,2.6%,2.30,89.2%,93.9%,54.8%,9.1%,2.47,81.5%
1990 Australian Open F,L vs Graf,64.5%,47.5%,3.2%,2/0,1.94,67.3%,55.9%,52.6%,0.0%,1.93,91.7%,84.0%,42.9%,8.0%,1.98,12.5%
1989 Roland Garros SF,L vs Sanchez Vicario,93.2%,46.4%,1.4%,0/1,2.23,7.3%,96.6%,42.9%,0.0%,2.25,10.3%,81.3%,61.5%,6.3%,2.20,0.0%
Career (11 matches),,81.7%,50.1%,2.9%,50.0%,2.30,35.0%,85.5%,48.5%,2.0%,2.22,44.9%,84.5%,54.1%,5.6%,2.45,13.6%
