Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2023-05-08),603,60,,,,,,,,,1133,17,,
2022,253,245,270,1411,297,1331,242,1389,,,,,,
2021,356,169,299,1244,295,1212,291,1238,,,,,,
2020,438,101,,,,,,,,,352,220,,
2019,475,83,,,,,,,,,326,220,,
2018,560,32,,,,,,,,,510,71,,
2017,458,75,,,,,,,,,509,85,,
2016,593,41,,,,,,,,,527,79,,
2015,884,14,,,,,,,,,746,35,,
2014,,,,,,,,,,,1218,5,,
2012,,,,,,,,,,,1143,8,,
