Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Thaisa Grana Pedretti [BRA],2,5,28.6%,2,1,1,50.0%,2016,2022,0,,,,,,,,,,
6,Maria Carle [ARG],4,2,66.7%,0,0,0,-,2015,2022,0,,,,,,,,,,
6,Gabriela Ce [BRA],0,6,0.0%,1,0,1,0.0%,2017,2019,1,0.78,1.2%,4.8%,67.5%,57.1%,44.4%,53.0%,36.8%,57.1%,42.9%
6,Eduarda Piai [BRA],6,0,100.0%,2,1,1,50.0%,2016,2019,0,,,,,,,,,,
5,Laura Pigossi [BRA],0,5,0.0%,0,0,0,-,2015,2022,2,0.84,0.0%,1.9%,83.4%,48.9%,34.6%,46.5%,45.1%,44.0%,64.3%
5,Sofia Luini [ARG],3,2,60.0%,3,1,2,33.3%,2014,2022,0,,,,,,,,,,
5,Despina Papamichail [GRE],2,3,40.0%,2,1,1,50.0%,2017,2021,0,,,,,,,,,,
5,Julieta Lara Estable [ARG],3,2,60.0%,3,1,2,33.3%,2014,2019,0,,,,,,,,,,
5,Fernanda Brito [CHI],0,5,0.0%,0,0,0,-,2014,2018,0,,,,,,,,,,
4,Victoria Bosio [ARG],3,1,75.0%,0,0,0,-,2014,2021,0,,,,,,,,,,
4,Rebeca Pereira [BRA],3,1,75.0%,0,0,0,-,2017,2019,0,,,,,,,,,,
4,Carla Lucero [ARG],1,3,25.0%,2,1,1,50.0%,2014,2018,0,,,,,,,,,,
4,Guadalupe Perez Rojas [ARG],0,4,0.0%,0,0,0,-,2015,2015,0,,,,,,,,,,
4,Nathalia Rossi [BRA],4,0,100.0%,0,0,0,-,2014,2015,0,,,,,,,,,,
3,Jazmin Ortenzi [ARG],2,1,66.7%,0,0,0,-,2018,2022,0,,,,,,,,,,
