Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Guayaquil QF,L vs Stewart,100% (7/7),42% (5/12),0/0,0/0,33% (4/12),3/6,1/2,- (0/0),- (0/0)
2019 W25 Klosters R16,L vs Zuger,67% (2/3),57% (4/7),0/0,0/0,30% (3/10),1/3,1/2,- (0/0),- (0/0)
2019 W15 Tabarka F,L vs Sherif,55% (6/11),100% (2/2),0/0,0/0,56% (5/9),8/10,3/4,- (0/0),- (0/0)
2019 W15 Tabarka SF,W vs Lutzeier,64% (7/11),56% (5/9),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka F,L vs Estable,56% (10/18),71% (5/7),1/2,0/1,60% (6/10),2/4,1/2,33% (2/6),50% (3/6)
2019 W15 Tabarka R16,W vs Axyanova,89% (8/9),50% (4/8),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Kozaki,100% (7/7),56% (5/9),2/3,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka SF,L vs Tholey,47% (8/17),25% (5/20),1/5,0/0,56% (10/18),1/3,1/2,50% (3/6),80% (4/5)
2019 W15 Tabarka QF,W vs Kalieva,78% (7/9),71% (5/7),2/2,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2019 W15 Tabarka R32,W vs Visscher,60% (6/10),86% (6/7),2/2,1/1,73% (8/11),0/0,0/0,- (0/0),- (0/0)
2019 W25 Campinas R32,L vs Grabher,83% (5/6),43% (3/7),0/0,0/0,55% (6/11),0/2,0/1,40% (2/5),33% (2/6)
2019 W25 Campinas Q2,W vs Caregaro,86% (6/7),54% (7/13),2/7,1/1,17% (1/6),0/0,0/0,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Vismane,0% (0/1),33% (1/3),0/0,0/0,36% (4/11),4/6,4/5,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Kan,- (0/0),0% (0/4),0/0,0/0,54% (7/13),1/3,0/1,- (0/0),- (0/0)
2019 W15 Antalya R32,L vs Lukacs,100% (3/3),20% (1/5),0/0,0/0,17% (1/6),2/4,1/2,- (0/0),- (0/0)
2017 Santiago $25K R16,W vs Alves,67% (10/15),50% (6/12),2/4,1/2,33% (2/6),1/2,0/0,- (0/0),- (0/0)
2017 Santiago $25K R32,W vs Vazquez,73% (8/11),78% (7/9),2/2,1/1,67% (6/9),4/5,0/0,- (0/0),- (0/0)
2017 Santiago $15K R32,W vs Massardo Brain,86% (6/7),75% (6/8),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2017 Encarnacion $15K SF,L vs Giangreco Campiz,56% (5/9),100% (2/2),0/0,0/0,56% (5/9),1/3,1/2,20% (1/5),25% (1/4)
2017 Encarnacion $15K QF,W vs Ganga,43% (6/14),54% (7/13),2/3,1/2,55% (6/11),1/1,0/0,- (0/0),- (0/0)
2019 (15 matches),,68.9%,48.3%,56.0%,85.7%,49.3%,53.7%,57.1%,41.2%,52.9%
2017 (45 matches),,57.6%,50.7%,56.0%,66.7%,56.2%,29.6%,31.6%,54.8%,53.1%
2016 (24 matches),,57.1%,48.5%,58.5%,63.6%,42.9%,42.1%,23.1%,81.8%,27.3%
2015 (8 matches),,57.8%,49.2%,54.5%,33.3%,52.8%,30.0%,30.0%,66.7%,44.4%
2012 (1 matches),,33.3%,40.0%,-,-,25.0%,50.0%,0.0%,-,-
Career (93 matches),,58.7%,49.6%,56.5%,66.3%,51.6%,39.5%,37.5%,58.4%,47.4%
