Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,41,30,11,73.2%,65-27,70.7%,483-374,56.4%,7-1,87.5%,0,,,,,,,,,,,,W (W25 Salinas)
2021,33,13,20,39.4%,37-44,45.7%,370-383,49.1%,5-4,55.6%,2,60.7%,37.9%,0.5%,2.0%,79.6%,55.6%,51.2%,54.7%,43.7%,49.4%,0.96,SF (W60 Grodzisk Mazowiecki)
2020,21,14,7,66.7%,30-22,57.7%,244-210,53.7%,1-1,50.0%,0,,,,,,,,,,,,F (W15 Monastir)
2019,48,27,21,56.3%,60-46,56.6%,489-453,51.9%,2-2,50.0%,0,,,,,,,,,,,,F (2x)
2018,39,24,15,61.5%,48-38,55.8%,411-375,52.3%,5-6,45.5%,0,,,,,,,,,,,,F (2x)
2017,68,47,21,69.1%,101-54,65.2%,790-606,56.6%,4-2,66.7%,0,,,,,,,,,,,,W (Antalya $15K)
2016,40,23,17,57.5%,50-39,56.2%,423-403,51.2%,3-2,60.0%,0,,,,,,,,,,,,SF (4x)
2015,23,10,13,43.5%,27-27,50.0%,235-238,49.7%,3-1,75.0%,0,,,,,,,,,,,,QF (5x)
2014,9,2,7,22.2%,8-15,34.8%,92-116,44.2%,0-2,0.0%,0,,,,,,,,,,,,R16 (2x)
2012,6,2,4,33.3%,5-8,38.5%,55-62,47.0%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,328,192,136,58.5%,431-320,57.4%,3592-3220,52.7%,30-21,58.8%,2,60.7%,37.9%,0.5%,2.0%,79.6%,55.6%,51.2%,54.7%,43.7%,49.4%,0.96,
