Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
1998,1256,2,,,,,,,,,867,20,,
1996,1269,,,,,,,,,,695,37,,
1995,659,,,,,,,,,,1197,1,,
1994,940,,,,,,,,,,1170,1,,
1993,29,,27,1919,24,1879,21,1897,,,317,144,,
1992,234,,178,1636,115,1668,129,1648,,,341,94,,
1991,240,,111,1717,83,1722,120,1663,,,774,14,,
1990,175,,,,,,,,,,934,1,,
1989,48,,28,1888,20,1864,52,1751,17,1796,158,,,
1988,19,,18,1957,13,1938,22,1852,,,51,,,
1987,33,,35,1875,32,1813,30,1828,13,1854,123,,,
1986,12,,20,1939,25,1831,16,1900,17,1839,180,,,
1985,165,,,,,,,,,,418,,,
1984,434,,,,,,,,,,,,,
