Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,9,6,3,66.7%,2,1,1,50.0%,1989,1994,QF,1,0.75,1.2%,3.6%,50.0%,59.5%,33.3%,46.4%,40.0%,41.7%,60.0%
Roland Garros,5,Clay,11,6,5,54.5%,5,4,1,80.0%,1986,1994,F,1,0.68,7.1%,1.4%,44.3%,71.0%,41.0%,54.3%,31.1%,0.0%,50.0%
Wimbledon,3,Grass,10,7,3,70.0%,3,0,3,0.0%,1986,1989,R16,0,,,,,,,,,,
US Open,10,Hard,17,7,10,41.2%,5,2,3,40.0%,1984,1993,R16,4,0.94,4.6%,1.9%,53.9%,71.7%,49.2%,61.3%,36.3%,59.1%,33.3%
Davis Cup,3,,6,3,3,50.0%,1,0,1,0.0%,1986,1989,,0,,,,,,,,,,
Bastad,8,Clay,12,4,8,33.3%,3,1,2,33.3%,1984,1995,QF,5,0.99,1.4%,4.5%,51.1%,64.1%,43.4%,54.0%,45.6%,42.9%,31.7%
Memphis,5,Hard,17,12,5,70.6%,5,3,2,60.0%,1986,1990,F,0,,,,,,,,,,
Los Angeles,4,Hard,10,7,3,70.0%,3,2,1,66.7%,1988,1993,W,2,0.69,2.8%,2.8%,48.3%,59.4%,55.4%,57.3%,29.6%,64.7%,27.3%
Indianapolis,4,Hard,8,4,4,50.0%,4,1,3,25.0%,1985,1993,QF,3,0.92,7.6%,5.4%,51.3%,67.8%,55.0%,61.6%,35.3%,67.7%,35.0%
Stockholm,4,Carpet,7,3,4,42.9%,2,0,2,0.0%,1986,1989,R16,0,,,,,,,,,,
Atlanta,4,Clay,6,2,4,33.3%,3,1,2,33.3%,1985,1994,QF,2,0.62,7.0%,3.0%,45.0%,60.0%,41.8%,50.0%,30.8%,52.6%,25.0%
