Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,75,48,61.0%,172-133,56.4%,1447-1338,52.0%,20-13,60.6%,30,72.0%,24.6%,4.2%,3.7%,53.5%,67.3%,51.9%,60.1%,37.9%,48.9%,0.95
Clay,80,38,42,47.5%,87-96,47.5%,808-843,48.9%,7-12,36.8%,23,63.1%,29.9%,3.5%,4.1%,51.1%,64.8%,47.0%,56.1%,41.6%,48.6%,0.95
Grass,12,8,4,66.7%,28-17,62.2%,230-188,55.0%,0-3,0.0%,0,,,,,,,,,,,
Carpet,40,20,20,50.0%,45-48,48.4%,416-438,48.7%,5-6,45.5%,5,65.5%,18.2%,6.1%,2.5%,52.6%,68.6%,41.9%,55.9%,35.0%,45.6%,0.79
Grand Slams,47,26,21,55.3%,79-74,51.6%,703-689,50.5%,7-8,46.7%,6,66.3%,18.5%,4.4%,2.0%,52.2%,69.9%,45.7%,58.4%,36.3%,47.3%,0.87
Masters,44,30,14,68.2%,67-39,63.2%,508-431,54.1%,9-3,75.0%,14,70.7%,34.2%,3.2%,2.8%,59.0%,64.4%,52.0%,59.3%,41.9%,50.6%,1.03
Other Tours,158,82,76,51.9%,174-169,50.7%,1573-1583,49.8%,16-22,42.1%,38,67.6%,24.7%,4.4%,4.4%,50.3%,66.6%,49.1%,57.9%,38.6%,48.1%,0.92
Best of 5,66,37,29,56.1%,115-106,52.0%,1014-975,51.0%,11-10,52.4%,6,66.3%,18.5%,4.4%,2.0%,52.2%,69.9%,45.7%,58.4%,36.3%,47.3%,0.87
Best of 3,189,104,85,55.0%,217-188,53.6%,1887-1832,50.7%,21-24,46.7%,52,68.5%,27.2%,4.1%,4.0%,52.6%,66.0%,49.8%,58.3%,39.4%,48.7%,0.95
Finals,5,3,2,60.0%,6-7,46.2%,62-63,49.6%,0-0,-,1,71.4%,35.7%,2.0%,1.0%,64.3%,66.7%,48.6%,60.2%,42.2%,51.6%,1.06
Semi-finals,11,5,6,45.5%,10-15,40.0%,105-133,44.1%,5-0,100.0%,1,58.3%,50.0%,3.9%,0.0%,64.5%,51.0%,70.4%,57.9%,51.3%,54.6%,1.22
Quarter-finals,32,11,21,34.4%,30-42,41.7%,311-331,48.4%,0-5,0.0%,6,67.3%,20.0%,3.4%,4.4%,45.8%,61.4%,50.5%,55.5%,35.9%,45.8%,0.81
vs Righties,217,118,99,54.4%,281-250,52.9%,2459-2367,51.0%,21-32,39.6%,47,68.2%,25.4%,4.6%,3.7%,52.8%,66.3%,48.9%,58.1%,38.8%,48.3%,0.93
vs Lefties,38,23,15,60.5%,51-44,53.7%,442-440,50.1%,11-2,84.6%,11,68.2%,28.4%,2.4%,3.6%,51.4%,67.2%,50.5%,59.1%,39.8%,49.4%,0.97
vs Top 10,38,10,28,26.3%,28-68,29.2%,365-506,41.9%,3-5,37.5%,7,55.9%,16.7%,4.0%,3.6%,54.4%,60.3%,45.8%,53.7%,34.9%,44.4%,0.75
