Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,9,0,9,0.0%,0,0,0,-,2009,2018,R128,8,0.66,2.6%,6.7%,60.1%,47.8%,33.3%,42.0%,38.5%,44.0%,44.4%
Roland Garros,9,Clay,27,17,10,63.0%,6,3,3,50.0%,2008,2018,R32,14,1.08,2.3%,5.6%,60.9%,63.5%,45.5%,56.5%,47.1%,57.6%,43.7%
Wimbledon,9,Grass,20,10,10,50.0%,5,2,3,40.0%,2008,2018,R64,6,0.80,3.8%,6.9%,61.0%,63.8%,47.6%,57.5%,34.0%,52.1%,32.4%
US Open,9,Hard,20,10,10,50.0%,5,2,3,40.0%,2008,2018,R32,8,0.94,3.0%,5.0%,60.2%,64.5%,43.5%,56.1%,41.4%,52.2%,46.7%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2012,2016,R64,2,0.75,4.9%,6.9%,53.9%,50.9%,34.0%,43.1%,42.7%,52.4%,45.5%
Fed Cup,12,,41,25,16,61.0%,8,0,8,0.0%,2005,2017,,4,1.14,0.9%,5.6%,64.3%,58.5%,42.1%,52.7%,54.1%,60.5%,51.9%
Bogota,14,Clay,30,17,13,56.7%,9,3,6,33.3%,2005,2018,W,20,0.99,2.8%,6.3%,61.1%,66.0%,43.0%,57.1%,42.5%,51.6%,47.3%
Madrid,8,Clay,21,13,8,61.9%,8,2,6,25.0%,2009,2017,R32,15,0.98,1.5%,5.6%,67.4%,60.3%,45.3%,55.4%,43.8%,55.6%,45.0%
Acapulco,7,Hard,20,12,8,60.0%,3,1,2,33.3%,2008,2017,QF,15,1.10,1.7%,4.8%,63.1%,59.9%,46.7%,55.0%,49.3%,53.5%,56.2%
Indian Wells,7,Hard,11,4,7,36.4%,2,1,1,50.0%,2009,2018,R64,8,0.86,1.5%,6.3%,64.1%,55.1%,36.9%,48.6%,44.3%,51.8%,50.9%
Miami,7,Hard,11,4,7,36.4%,1,0,1,0.0%,2009,2018,R128,8,0.90,0.4%,5.7%,61.8%,57.7%,40.6%,51.2%,44.1%,47.1%,51.7%
Monterrey,6,Hard,8,2,6,25.0%,0,0,0,-,2009,2018,R32,4,0.65,0.5%,8.5%,53.6%,48.7%,39.8%,44.5%,36.0%,32.3%,41.2%
