Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2006 Australian Open R32,L vs Federer,23,31,0.7,13.1%,17.6%,18,25,0.7,11.5%,15.9%,6.4%,3.8%,3.0,27.3%,9.1%
2004 Paris Masters SF,L vs Stepanek,40,17,2.4,20.9%,8.9%,24,13,1.8,15.8%,8.6%,10.5%,5.3%,2.1,25.1%,12.0%
2004 Canada Masters R16,L vs Federer,26,13,2.0,18.4%,9.2%,19,13,1.5,14.6%,10.0%,7.7%,3.8%,4.4,28.4%,6.4%
2003 Cincinnati Masters SF,L vs Roddick,33,11,3.0,25.4%,8.5%,25,9,2.8,23.6%,8.5%,14.2%,9.4%,7.0,26.9%,3.8%
2002 Hamburg Masters SF,L vs Federer,24,22,1.1,17.1%,15.7%,20,20,1.0,15.7%,15.7%,11.8%,3.9%,1.9,24.3%,12.9%
2001 Stuttgart Masters F,L vs Haas,26,16,1.6,18.6%,11.4%,15,13,1.2,13.0%,11.3%,8.7%,3.5%,6.8,24.3%,3.6%
2001 Stuttgart Masters SF,W vs Kafelnikov,31,22,1.4,21.8%,15.5%,21,21,1.0,17.8%,17.8%,10.2%,7.6%,0.8,17.6%,22.5%
2001 US Open R32,L vs Kuerten,79,35,2.3,21.5%,9.5%,57,30,1.9,18.5%,9.7%,7.8%,8.4%,4.8,28.8%,6.0%
Career (8 matches),,282,167,1.7,19.7%,11.7%,199,144,1.4,16.4%,11.9%,9.2%,6.0%,2.8,25.9%,9.1%
