Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 Australian Open R32,L vs Federer,60.0%,26.2%,14.3%,6/4,1.33,20.3%,66.7%,31.3%,8.3%,1.14,18.6%,55.6%,10.0%,33.3%,1.45,23.8%
2004 Paris SF,L vs Stepanek,48.9%,43.2%,11.1%,4/6,1.34,6.6%,41.0%,44.0%,4.9%,1.25,6.3%,82.6%,42.1%,30.4%,1.45,6.9%
2004 Canada R16,L vs Federer,47.1%,31.3%,14.7%,5/5,1.42,11.9%,44.7%,23.8%,4.3%,1.29,7.4%,73.3%,45.5%,53.3%,1.58,20.0%
2003 Cincinnati SF,L vs Roddick,54.5%,41.7%,10.6%,2/5,1.53,7.9%,50.0%,45.8%,4.2%,1.52,8.7%,66.7%,33.3%,27.8%,1.53,6.7%
2002 Hamburg SF,L vs Federer,59.3%,48.6%,22.0%,3/10,1.57,32.1%,61.5%,33.3%,15.4%,1.50,31.3%,57.9%,81.8%,36.8%,1.68,33.3%
2001 Stuttgart F,L vs Haas,50.0%,35.5%,25.8%,4/12,2.07,24.4%,39.4%,30.8%,18.2%,1.76,36.8%,66.7%,38.9%,37.0%,2.33,15.4%
2001 Stuttgart SF,W vs Kafelnikov,50.0%,55.9%,16.2%,6/5,1.63,6.5%,53.3%,68.8%,6.7%,1.61,11.1%,60.0%,44.4%,30.0%,1.64,3.6%
2001 US Open R32,L vs Kuerten,58.4%,41.3%,15.7%,9/19,1.31,14.6%,52.1%,35.5%,13.4%,1.13,23.4%,73.7%,50.0%,21.1%,1.67,0.0%
Career (8 matches),,54.2%,40.5%,15.9%,37.1%,1.56,15.7%,51.1%,37.8%,9.6%,1.42,18.6%,68.1%,44.7%,30.9%,1.70,11.9%
