Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,14,6,8,42.9%,15,9,6,60.0%,2000,2007,R32,14,0.97,9.0%,3.4%,66.0%,72.6%,50.8%,65.2%,33.8%,66.2%,30.0%
Roland Garros,9,Clay,11,2,9,18.2%,5,3,2,60.0%,1999,2007,R64,11,0.87,7.7%,5.5%,58.7%,71.2%,49.8%,62.4%,32.7%,64.6%,29.2%
Wimbledon,8,Grass,20,12,8,60.0%,15,7,8,46.7%,2000,2007,R16,20,1.15,14.0%,3.4%,65.2%,78.5%,52.9%,69.6%,34.9%,65.9%,36.9%
US Open,9,Hard,21,12,9,57.1%,25,17,8,68.0%,1999,2007,QF,21,1.02,13.2%,5.0%,60.6%,76.7%,53.4%,67.5%,33.1%,68.6%,39.0%
Olympics,3,,8,5,3,62.5%,3,2,1,66.7%,2000,2008,QF,1,0.55,7.8%,3.9%,58.8%,50.0%,47.6%,49.0%,28.0%,33.3%,0.0%
Davis Cup,14,,41,24,17,58.5%,26,13,13,50.0%,1995,2008,,0,,,,,,,,,,
Canada Masters,9,Hard,18,9,9,50.0%,13,5,8,38.5%,1999,2007,QF,18,1.01,12.7%,4.4%,61.9%,76.1%,53.4%,67.5%,32.7%,61.7%,39.5%
Indian Wells Masters,9,Hard,16,7,9,43.8%,8,4,4,50.0%,2000,2008,R16,16,1.03,11.7%,5.2%,62.3%,78.3%,52.9%,68.7%,32.1%,63.6%,37.5%
Queen's Club,8,Grass,18,10,8,55.6%,12,5,7,41.7%,1998,2007,R16,18,1.13,11.4%,4.6%,66.2%,75.5%,54.2%,68.3%,35.7%,54.9%,45.9%
Moscow,8,Carpet,14,6,8,42.9%,6,3,3,50.0%,1999,2006,QF,14,0.98,14.0%,4.2%,65.7%,76.4%,45.8%,65.9%,33.5%,59.7%,43.7%
St. Petersburg,8,Carpet,14,6,8,42.9%,7,5,2,71.4%,2000,2007,QF,14,0.91,10.9%,3.6%,63.7%,73.4%,51.9%,65.6%,31.2%,51.9%,36.7%
Miami Masters,8,Hard,13,5,8,38.5%,4,2,2,50.0%,2000,2007,R32,13,0.92,10.5%,5.6%,55.4%,76.9%,46.9%,63.5%,33.7%,59.0%,29.1%
