Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,257,131,126,51.0%,331-328,50.2%,3421-3437,49.9%,97-81,54.5%,234,84.8%,14.8%,12.2%,4.6%,62.1%,76.6%,50.9%,66.9%,33.0%,50.0%,1.00
Clay,101,41,60,40.6%,113-152,42.6%,1254-1372,47.8%,22-23,48.9%,91,78.7%,16.7%,8.1%,5.4%,61.0%,71.8%,50.0%,63.3%,34.2%,49.1%,0.93
Grass,56,30,26,53.6%,80-72,52.6%,789-737,51.7%,15-20,42.9%,55,86.2%,17.7%,12.8%,4.1%,65.5%,77.5%,53.5%,69.2%,34.5%,51.5%,1.12
Carpet,73,43,30,58.9%,114-78,59.4%,1031-903,53.3%,25-17,59.5%,54,85.5%,16.3%,14.6%,4.0%,64.3%,76.9%,51.8%,67.9%,33.9%,50.7%,1.06
Grand Slams,66,32,34,48.5%,122-123,49.8%,1253-1266,49.7%,36-24,60.0%,66,84.1%,15.2%,11.6%,4.3%,62.7%,75.4%,52.1%,66.7%,33.7%,50.2%,1.01
Masters,123,58,65,47.2%,141-152,48.1%,1465-1505,49.3%,33-34,49.3%,121,83.3%,15.1%,11.2%,4.7%,61.8%,75.8%,50.2%,66.0%,33.4%,49.8%,0.98
Other Tours,257,131,126,51.0%,295-291,50.3%,3012-2971,50.3%,77-70,52.4%,247,84.0%,16.3%,12.0%,4.7%,62.9%,76.0%,51.2%,66.8%,33.6%,50.2%,1.01
Best of 5,104,52,52,50.0%,194-189,50.7%,1968-1962,50.1%,49-36,57.6%,67,83.8%,15.1%,11.6%,4.3%,62.7%,75.4%,51.8%,66.6%,33.6%,50.1%,1.00
Best of 3,383,193,190,50.4%,444-441,50.2%,4527-4487,50.2%,110-105,51.2%,367,83.9%,16.0%,11.8%,4.7%,62.6%,75.9%,50.9%,66.6%,33.6%,50.1%,1.00
Finals,4,1,3,25.0%,2-7,22.2%,34-54,38.6%,1-0,100.0%,4,74.4%,2.3%,14.0%,5.9%,58.7%,78.0%,39.3%,62.0%,23.4%,43.9%,0.62
Semi-finals,18,4,14,22.2%,13-29,31.0%,196-238,45.2%,4-6,40.0%,18,79.4%,10.5%,12.4%,4.6%,62.8%,74.0%,48.2%,64.4%,30.3%,47.8%,0.85
Quarter-finals,38,18,20,47.4%,41-45,47.7%,439-461,48.8%,15-10,60.0%,37,85.6%,11.7%,12.0%,4.2%,63.9%,76.7%,51.5%,67.6%,31.9%,49.6%,0.99
vs Righties,425,207,218,48.7%,553-572,49.2%,5700-5725,49.9%,134-122,52.3%,377,83.1%,16.0%,11.7%,4.7%,62.1%,75.6%,50.8%,66.2%,33.5%,49.9%,0.99
vs Lefties,61,37,24,60.7%,83-58,58.9%,782-716,52.2%,25-19,56.8%,57,88.9%,14.5%,11.9%,4.0%,65.7%,77.3%,53.3%,69.0%,34.0%,51.4%,1.10
vs Top 10,54,16,38,29.6%,51-89,36.4%,682-766,47.1%,14-25,35.9%,51,81.8%,12.2%,12.3%,4.4%,62.5%,74.8%,49.5%,65.3%,30.3%,48.1%,0.87
