Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,,,,,,,,,,,41,1705,47,1716
2016,,,,,,,,,,,21,3200,36,1756
2015,,,,,,,,,,,28,2580,30,1782
2014,,,,,,,,,,,47,1560,41,1738
2013,,,,,,,,,,,22,2920,15,1825
2012,,,,,,,,,,,7,6830,10,1863
2011,,,,,,,,,,,3,8210,6,1885
2010,,,,,,,,,,,7,5070,9,1839
2009,,,,,,,,,,,11,4350,13,1810
2009,,,,,,,,,,,11,4350,13,1810
2008,523,49,180,1576,150,1545,175,1534,78,1590,32,1365,24,1764
2007,152,280,128,1639,115,1594,145,1566,57,1644,16,2660,14,1813
2006,59,680,57,1780,58,1703,63,1708,26,1744,3,5850,3,1953
2005,34,905,44,1812,44,1746,53,1743,23,1744,4,5465,8,1889
2004,47,800,45,1819,38,1767,53,1746,59,1644,10,3185,14,1839
2003,23,1190,28,1871,24,1836,38,1797,33,1702,1,4775,3,1915
2002,43,810,59,1791,54,1755,58,1748,79,1607,3,4170,3,1949
2001,35,1015,18,1930,13,1903,47,1766,40,1696,11,2735,,
2000,40,880,53,1812,44,1773,56,1747,69,1630,9,2990,,
1999,74,637,61,1806,53,1761,96,1669,90,1595,33,1596,,
1998,274,137,237,1510,204,1494,,,155,1429,104,626,,
1997,340,101,284,1414,242,1418,,,,,94,750,,
1996,314,112,296,1318,274,1326,279,1209,171,1337,146,451,,
1995,399,,,,,,,,,,316,149,,
1994,1219,1,,,,,,,,,,,,
1993,1178,1,,,,,,,,,,,,
