Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2006 Australian Open R32,L vs Federer,35.2%,45.4%,35.9%,42.0%,40.3%,54.2%,48.8%,50.6%,45.5%,46.2%,50.0%,30.0%,33.3%,9.5%,157
2004 Paris SF,L vs Stepanek,35.6%,46.5%,50.8%,44.5%,45.8%,57.6%,56.3%,60.8%,46.2%,30.3%,-,23.7%,34.2%,44.8%,65
2004 Canada R16,L vs Federer,45.6%,54.4%,42.9%,53.8%,51.8%,64.3%,55.6%,63.4%,18.2%,44.1%,0.0%,31.8%,31.8%,20.0%,-79
2003 Cincinnati SF,L vs Roddick,37.5%,59.4%,57.9%,49.8%,47.7%,72.7%,69.6%,65.7%,43.8%,57.1%,-,16.7%,33.3%,40.0%,47
2002 Hamburg SF,L vs Federer,30.9%,38.3%,38.9%,36.2%,38.5%,48.1%,43.8%,46.7%,44.0%,66.7%,50.0%,18.5%,22.2%,31.8%,25
2001 Stuttgart F,L vs Haas,35.9%,47.4%,27.7%,41.9%,52.3%,68.2%,42.9%,63.0%,43.5%,66.7%,50.0%,16.1%,22.6%,15.4%,44
2001 Stuttgart SF,W vs Kafelnikov,36.5%,45.9%,47.8%,41.6%,50.0%,61.1%,61.1%,60.6%,56.3%,55.0%,50.0%,24.3%,32.4%,39.3%,-39
2001 US Open R32,L vs Kuerten,42.9%,58.6%,50.0%,50.8%,50.4%,67.9%,56.9%,61.9%,45.6%,60.8%,75.0%,29.1%,41.8%,38.5%,47
Career (8 matches),,38.1%,50.4%,44.3%,45.7%,47.2%,62.1%,54.0%,59.0%,43.1%,53.3%,52.0%,24.4%,32.6%,31.3%,45
